时间,最小正备用（MW）,最大正备用,最大负备用（MW）,最小负备用（MW）,正备用（MW）,负备用（MW）
2024-10-07 13:15:00+08,6363,18001,18704,6855,15551,9305
2024-10-07 13:30:00+08,6363,18001,18704,6855,16277,8579
2024-10-07 13:45:00+08,6363,18001,18704,6855,16711,8145
2024-10-07 14:00:00+08,6363,18001,18704,6855,18001,6855
2024-10-07 14:15:00+08,6363,18001,18704,6855,17652,7204
2024-10-07 14:30:00+08,6363,18001,18704,6855,17923,6933
2024-10-07 14:45:00+08,6363,18001,18704,6855,16843,8223
2024-10-07 15:00:00+08,6363,18001,18704,6855,16832,8234
2024-10-07 15:15:00+08,6363,18001,18704,6855,17033,8033
2024-10-07 15:30:00+08,6363,18001,18704,6855,16221,8845
2024-10-07 15:45:00+08,6363,18001,18704,6855,15019,10048
2024-10-07 16:00:00+08,6363,18001,18704,6855,13916,11150
2024-10-07 16:15:00+08,6363,18001,18704,6855,12180,12886
2024-10-07 16:30:00+08,6363,18001,18704,6855,10720,14346
2024-10-07 16:45:00+08,6363,18001,18704,6855,8917,16149
2024-10-07 17:00:00+08,6363,18001,18704,6855,8430,16637
2024-10-07 17:15:00+08,6363,18001,18704,6855,6824,18242
2024-10-07 17:30:00+08,6363,18001,18704,6855,6363,18704
2024-10-07 17:45:00+08,6363,18001,18704,6855,6653,18413
2024-10-07 18:00:00+08,6363,18001,18704,6855,6978,18088
2024-10-07 18:15:00+08,6363,18001,18704,6855,6364,18702
2024-10-07 18:30:00+08,6363,18001,18704,6855,7236,17941
2024-10-07 18:45:00+08,6363,18001,18704,6855,7553,17623
2024-10-07 19:00:00+08,6363,18001,18704,6855,8094,17082
2024-10-07 19:15:00+08,6363,18001,18704,6855,7065,18111
2024-10-07 19:30:00+08,6363,18001,18704,6855,7132,18044
2024-10-07 19:45:00+08,6363,18001,18704,6855,7698,17478
2024-10-07 20:00:00+08,6363,18001,18704,6855,7710,17466
2024-10-07 20:15:00+08,6363,18001,18704,6855,7301,17875
2024-10-07 20:30:00+08,6363,18001,18704,6855,7019,18157
2024-10-07 20:45:00+08,6363,18001,18704,6855,7150,18026
2024-10-07 21:00:00+08,6363,18001,18704,6855,6884,18293
2024-10-07 21:15:00+08,6363,18001,18704,6855,7095,18081
2024-10-07 21:30:00+08,6363,18001,18704,6855,7420,17756
2024-10-07 21:45:00+08,6363,18001,18704,6855,8523,16653
2024-10-07 22:00:00+08,6363,18001,18704,6855,9270,15906
2024-10-07 22:15:00+08,6363,18001,18704,6855,8650,16527
2024-10-07 22:30:00+08,6363,18001,18704,6855,8207,16970
2024-10-07 22:45:00+08,6363,18001,18704,6855,8337,16839
2024-10-07 23:00:00+08,6363,18001,18704,6855,8371,16805
2024-10-07 23:15:00+08,6363,18001,18704,6855,8114,17062
2024-10-07 23:30:00+08,6363,18001,18704,6855,8411,16765
2024-10-07 23:45:00+08,6363,18001,18704,6855,9073,16103
2024-10-08 00:00:00+08,6363,18001,18704,6855,9430,15746
2024-10-08 00:15:00+08,7273,25270,18460,239,11101,14105
2024-10-08 00:30:00+08,7273,25270,18460,239,11252,13955
2024-10-08 00:45:00+08,7273,25270,18460,239,11336,13870
2024-10-08 01:00:00+08,7273,25270,18460,239,11931,13275
2024-10-08 01:15:00+08,7273,25270,18460,239,12218,13008
2024-10-08 01:30:00+08,7273,25270,18460,239,12566,12670
2024-10-08 01:45:00+08,7273,25270,18460,239,12917,12319
2024-10-08 02:00:00+08,7273,25270,18460,239,12976,12270
2024-10-08 02:15:00+08,7273,25270,18460,239,13082,12174
2024-10-08 02:30:00+08,7273,25270,18460,239,13320,11946
2024-10-08 02:45:00+08,7273,25270,18460,239,13385,11881
2024-10-08 03:00:00+08,7273,25270,18460,239,13662,11614
2024-10-08 03:15:00+08,7273,25270,18460,239,14136,11310
2024-10-08 03:30:00+08,7273,25270,18460,239,13746,11620
2024-10-08 03:45:00+08,7273,25270,18460,239,13868,11498
2024-10-08 04:00:00+08,7273,25270,18460,239,13602,11764
2024-10-08 04:15:00+08,7273,25270,18460,239,13166,12200
2024-10-08 04:30:00+08,7273,25270,18460,239,13552,11814
2024-10-08 04:45:00+08,7273,25270,18460,239,13030,12337
2024-10-08 05:00:00+08,7273,25270,18460,239,12736,12700
2024-10-08 05:15:00+08,7273,25270,18460,239,11620,13816
2024-10-08 05:30:00+08,7273,25270,18460,239,11763,13673
2024-10-08 05:45:00+08,7273,25270,18460,239,11061,14376
2024-10-08 06:00:00+08,7273,25270,18460,239,10525,14911
2024-10-08 06:15:00+08,7273,25270,18460,239,8678,16830
2024-10-08 06:30:00+08,7273,25270,18460,239,8389,17119
2024-10-08 06:45:00+08,7273,25270,18460,239,8479,17029
2024-10-08 07:00:00+08,7273,25270,18460,239,10037,15471
2024-10-08 07:15:00+08,7273,25270,18460,239,12338,13170
2024-10-08 07:30:00+08,7273,25270,18460,239,14113,11396
2024-10-08 07:45:00+08,7273,25270,18460,239,16370,9138
2024-10-08 08:00:00+08,7273,25270,18460,239,17798,7711
2024-10-08 08:15:00+08,7273,25270,18460,239,19776,5732
2024-10-08 08:30:00+08,7273,25270,18460,239,21438,4070
2024-10-08 08:45:00+08,7273,25270,18460,239,23427,2081
2024-10-08 09:00:00+08,7273,25270,18460,239,24563,945
2024-10-08 09:15:00+08,7273,25270,18460,239,25270,239
2024-10-08 09:30:00+08,7273,25270,18460,239,23700,1808
2024-10-08 09:45:00+08,7273,25270,18460,239,23467,2041
2024-10-08 10:00:00+08,7273,25270,18460,239,23903,1606
2024-10-08 10:15:00+08,7273,25270,18460,239,24045,1464
2024-10-08 10:30:00+08,7273,25270,18460,239,24087,1421
2024-10-08 10:45:00+08,7273,25270,18460,239,23550,1959
2024-10-08 11:00:00+08,7273,25270,18460,239,23693,1815
2024-10-08 11:15:00+08,7273,25270,18460,239,24389,1120
2024-10-08 11:30:00+08,7273,25270,18460,239,24224,1285
2024-10-08 11:45:00+08,7273,25270,18460,239,23777,1732
2024-10-08 12:00:00+08,7273,25270,18460,239,24133,1375
2024-10-08 12:15:00+08,7273,25270,18460,239,23912,1596
2024-10-08 12:30:00+08,7273,25270,18460,239,23778,1730
2024-10-08 12:45:00+08,7273,25270,18460,239,23413,2095
2024-10-08 13:00:00+08,7273,25270,18460,239,23056,2453
2024-10-08 13:15:00+08,7273,25270,18460,239,23715,1793
2024-10-08 13:30:00+08,7273,25270,18460,239,23273,2235
2024-10-08 13:45:00+08,7273,25270,18460,239,23380,2128
2024-10-08 14:00:00+08,7273,25270,18460,239,23604,1904
2024-10-08 14:15:00+08,7273,25270,18460,239,22412,3096
2024-10-08 14:30:00+08,7273,25270,18460,239,21562,3946
2024-10-08 14:45:00+08,7273,25270,18460,239,22558,2845
2024-10-08 15:00:00+08,7273,25270,18460,239,21354,4049
2024-10-08 15:15:00+08,7273,25270,18460,239,20327,5076
2024-10-08 15:30:00+08,7273,25270,18460,239,17885,7518
2024-10-08 15:45:00+08,7273,25270,18460,239,15506,9898
2024-10-08 16:00:00+08,7273,25270,18460,239,14324,11210
2024-10-08 16:15:00+08,7273,25270,18460,239,12303,13230
2024-10-08 16:30:00+08,7273,25270,18460,239,10486,15048
2024-10-08 16:45:00+08,7273,25270,18460,239,8405,17128
2024-10-08 17:00:00+08,7273,25270,18460,239,8384,17149
2024-10-08 17:15:00+08,7273,25270,18460,239,7870,17663
2024-10-08 17:30:00+08,7273,25270,18460,239,7995,17538
2024-10-08 17:45:00+08,7273,25270,18460,239,7419,18115
2024-10-08 18:00:00+08,7273,25270,18460,239,7273,18460
2024-10-08 18:15:00+08,7273,25270,18460,239,7334,18399
2024-10-08 18:30:00+08,7273,25270,18460,239,8195,17518
2024-10-08 18:45:00+08,7273,25270,18460,239,9150,16763
2024-10-08 19:00:00+08,7273,25270,18460,239,8727,17186
2024-10-08 19:15:00+08,7273,25270,18460,239,8621,17093
2024-10-08 19:30:00+08,7273,25270,18460,239,8880,17034
2024-10-08 19:45:00+08,7273,25270,18460,239,8717,17197
2024-10-08 20:00:00+08,7273,25270,18460,239,8585,17328
2024-10-08 20:15:00+08,7273,25270,18460,239,8350,17564
2024-10-08 20:30:00+08,7273,25270,18460,239,8461,17452
2024-10-08 20:45:00+08,7273,25270,18460,239,9191,16722
2024-10-08 21:00:00+08,7273,25270,18460,239,8673,17240
2024-10-08 21:15:00+08,7273,25270,18460,239,8078,17836
2024-10-08 21:30:00+08,7273,25270,18460,239,8524,17499
2024-10-08 21:45:00+08,7273,25270,18460,239,8655,17368
2024-10-08 22:00:00+08,7273,25270,18460,239,9493,16606
2024-10-08 22:15:00+08,7273,25270,18460,239,9290,16808
2024-10-08 22:30:00+08,7273,25270,18460,239,9725,16374
2024-10-08 22:45:00+08,7273,25270,18460,239,9730,16369
2024-10-08 23:00:00+08,7273,25270,18460,239,9546,16552
2024-10-08 23:15:00+08,7273,25270,18460,239,9265,16833
2024-10-08 23:30:00+08,7273,25270,18460,239,9524,16574
2024-10-08 23:45:00+08,7273,25270,18460,239,10580,15518
2024-10-09 00:00:00+08,7273,25270,18460,239,10263,15835
2024-10-09 00:15:00+08,7097,20402,17857,4305,11923,14241
2024-10-09 00:30:00+08,7097,20402,17857,4305,12127,13837
2024-10-09 00:45:00+08,7097,20402,17857,4305,12314,13292
2024-10-09 01:00:00+08,7097,20402,17857,4305,12399,12980
2024-10-09 01:15:00+08,7097,20402,17857,4305,12563,12583
2024-10-09 01:30:00+08,7097,20402,17857,4305,12716,12431
2024-10-09 01:45:00+08,7097,20402,17857,4305,13140,12006
2024-10-09 02:00:00+08,7097,20402,17857,4305,13504,11643
2024-10-09 02:15:00+08,7097,20402,17857,4305,13777,11184
2024-10-09 02:30:00+08,7097,20402,17857,4305,14215,10747
2024-10-09 02:45:00+08,7097,20402,17857,4305,14382,10580
2024-10-09 03:00:00+08,7097,20402,17857,4305,15079,10287
2024-10-09 03:15:00+08,7097,20402,17857,4305,14895,10436
2024-10-09 03:30:00+08,7097,20402,17857,4305,14978,10354
2024-10-09 03:45:00+08,7097,20402,17857,4305,15234,10098
2024-10-09 04:00:00+08,7097,20402,17857,4305,15223,10108
2024-10-09 04:15:00+08,7097,20402,17857,4305,15156,10100
2024-10-09 04:30:00+08,7097,20402,17857,4305,14824,10432
2024-10-09 04:45:00+08,7097,20402,17857,4305,14439,10817
2024-10-09 05:00:00+08,7097,20402,17857,4305,14170,11087
2024-10-09 05:15:00+08,7097,20402,17857,4305,13265,11940
2024-10-09 05:30:00+08,7097,20402,17857,4305,13351,11854
2024-10-09 05:45:00+08,7097,20402,17857,4305,13088,12118
2024-10-09 06:00:00+08,7097,20402,17857,4305,12704,12502
2024-10-09 06:15:00+08,7097,20402,17857,4305,11352,13980
2024-10-09 06:30:00+08,7097,20402,17857,4305,10880,14451
2024-10-09 06:45:00+08,7097,20402,17857,4305,10995,14336
2024-10-09 07:00:00+08,7097,20402,17857,4305,11320,13311
2024-10-09 07:15:00+08,7097,20402,17857,4305,12971,11736
2024-10-09 07:30:00+08,7097,20402,17857,4305,14852,9854
2024-10-09 07:45:00+08,7097,20402,17857,4305,15690,9016
2024-10-09 08:00:00+08,7097,20402,17857,4305,16838,7868
2024-10-09 08:15:00+08,7097,20402,17857,4305,17441,7265
2024-10-09 08:30:00+08,7097,20402,17857,4305,18645,6061
2024-10-09 08:45:00+08,7097,20402,17857,4305,19386,5320
2024-10-09 09:00:00+08,7097,20402,17857,4305,20402,4305
2024-10-09 09:15:00+08,7097,20402,17857,4305,19910,4796
2024-10-09 09:30:00+08,7097,20402,17857,4305,19582,5125
2024-10-09 09:45:00+08,7097,20402,17857,4305,20027,4679
2024-10-09 10:00:00+08,7097,20402,17857,4305,19843,4863
2024-10-09 10:15:00+08,7097,20402,17857,4305,18879,5827
2024-10-09 10:30:00+08,7097,20402,17857,4305,17660,7046
2024-10-09 10:45:00+08,7097,20402,17857,4305,17498,7208
2024-10-09 11:00:00+08,7097,20402,17857,4305,17332,7450
2024-10-09 11:15:00+08,7097,20402,17857,4305,16598,8183
2024-10-09 11:30:00+08,7097,20402,17857,4305,16401,8380
2024-10-09 11:45:00+08,7097,20402,17857,4305,15340,9441
2024-10-09 12:00:00+08,7097,20402,17857,4305,15270,9561
2024-10-09 12:15:00+08,7097,20402,17857,4305,15533,9298
2024-10-09 12:30:00+08,7097,20402,17857,4305,15213,9618
2024-10-09 12:45:00+08,7097,20402,17857,4305,15548,9284
2024-10-09 13:00:00+08,7097,20402,17857,4305,15207,9624
2024-10-09 13:15:00+08,7097,20402,17857,4305,15177,9655
2024-10-09 13:30:00+08,7097,20402,17857,4305,14783,10048
2024-10-09 13:45:00+08,7097,20402,17857,4305,13752,11079
2024-10-09 14:00:00+08,7097,20402,17857,4305,13308,11523
2024-10-09 14:15:00+08,7097,20402,17857,4305,13344,11487
2024-10-09 14:30:00+08,7097,20402,17857,4305,11876,12956
2024-10-09 14:45:00+08,7097,20402,17857,4305,11239,13592
2024-10-09 15:00:00+08,7097,20402,17857,4305,10140,14691
2024-10-09 15:15:00+08,7097,20402,17857,4305,9383,15323
2024-10-09 15:30:00+08,7097,20402,17857,4305,8326,16380
2024-10-09 15:45:00+08,7097,20402,17857,4305,8090,17038
2024-10-09 16:00:00+08,7097,20402,17857,4305,7097,17553
2024-10-09 16:15:00+08,7097,20402,17857,4305,8081,17269
2024-10-09 16:30:00+08,7097,20402,17857,4305,7513,17836
2024-10-09 16:45:00+08,7097,20402,17857,4305,7493,17857
2024-10-09 17:00:00+08,7097,20402,17857,4305,8674,16921
2024-10-09 17:15:00+08,7097,20402,17857,4305,9092,16428
2024-10-09 17:30:00+08,7097,20402,17857,4305,9178,16342
2024-10-09 17:45:00+08,7097,20402,17857,4305,9178,16342
2024-10-09 18:00:00+08,7097,20402,17857,4305,9966,15554
2024-10-09 18:15:00+08,7097,20402,17857,4305,10248,15272
2024-10-09 18:30:00+08,7097,20402,17857,4305,10947,14573
2024-10-09 18:45:00+08,7097,20402,17857,4305,11394,14126
2024-10-09 19:00:00+08,7097,20402,17857,4305,11442,14078
2024-10-09 19:15:00+08,7097,20402,17857,4305,11515,13954
2024-10-09 19:30:00+08,7097,20402,17857,4305,11328,14141
2024-10-09 19:45:00+08,7097,20402,17857,4305,11295,14174
2024-10-09 20:00:00+08,7097,20402,17857,4305,11934,13534
2024-10-09 20:15:00+08,7097,20402,17857,4305,11749,13720
2024-10-09 20:30:00+08,7097,20402,17857,4305,11424,14045
2024-10-09 20:45:00+08,7097,20402,17857,4305,11843,13626
2024-10-09 21:00:00+08,7097,20402,17857,4305,11570,13950
2024-10-09 21:15:00+08,7097,20402,17857,4305,11165,14355
2024-10-09 21:30:00+08,7097,20402,17857,4305,11001,14519
2024-10-09 21:45:00+08,7097,20402,17857,4305,11649,13871
2024-10-09 22:00:00+08,7097,20402,17857,4305,12398,13122
2024-10-09 22:15:00+08,7097,20402,17857,4305,12697,12823
2024-10-09 22:30:00+08,7097,20402,17857,4305,12596,12924
2024-10-09 22:45:00+08,7097,20402,17857,4305,12503,13017
2024-10-09 23:00:00+08,7097,20402,17857,4305,11950,13770
2024-10-09 23:15:00+08,7097,20402,17857,4305,12031,14167
2024-10-09 23:30:00+08,7097,20402,17857,4305,11802,14397
2024-10-09 23:45:00+08,7097,20402,17857,4305,12334,13864
2024-10-10 00:00:00+08,7097,20402,17857,4305,12377,13821
2024-10-10 00:15:00+08,5521,24566,20074,920,12006,14307
2024-10-10 00:30:00+08,5521,24566,20074,920,11930,14208
2024-10-10 00:45:00+08,5521,24566,20074,920,12219,13844
2024-10-10 01:00:00+08,5521,24566,20074,920,12143,13696
2024-10-10 01:15:00+08,5521,24566,20074,920,12247,13593
2024-10-10 01:30:00+08,5521,24566,20074,920,12459,13456
2024-10-10 01:45:00+08,5521,24566,20074,920,12982,12933
2024-10-10 02:00:00+08,5521,24566,20074,920,13265,12650
2024-10-10 02:15:00+08,5521,24566,20074,920,13365,12475
2024-10-10 02:30:00+08,5521,24566,20074,920,13482,12358
2024-10-10 02:45:00+08,5521,24566,20074,920,14048,11791
2024-10-10 03:00:00+08,5521,24566,20074,920,14605,11235
2024-10-10 03:15:00+08,5521,24566,20074,920,14754,11086
2024-10-10 03:30:00+08,5521,24566,20074,920,15093,10746
2024-10-10 03:45:00+08,5521,24566,20074,920,15569,10271
2024-10-10 04:00:00+08,5521,24566,20074,920,15995,9844
2024-10-10 04:15:00+08,5521,24566,20074,920,15913,9927
2024-10-10 04:30:00+08,5521,24566,20074,920,16135,9704
2024-10-10 04:45:00+08,5521,24566,20074,920,15523,10317
2024-10-10 05:00:00+08,5521,24566,20074,920,15505,10335
2024-10-10 05:15:00+08,5521,24566,20074,920,14806,11034
2024-10-10 05:30:00+08,5521,24566,20074,920,15001,10838
2024-10-10 05:45:00+08,5521,24566,20074,920,14641,11199
2024-10-10 06:00:00+08,5521,24566,20074,920,14371,11468
2024-10-10 06:15:00+08,5521,24566,20074,920,12708,13132
2024-10-10 06:30:00+08,5521,24566,20074,920,12470,13603
2024-10-10 06:45:00+08,5521,24566,20074,920,12658,13415
2024-10-10 07:00:00+08,5521,24566,20074,920,13727,12346
2024-10-10 07:15:00+08,5521,24566,20074,920,14871,11202
2024-10-10 07:30:00+08,5521,24566,20074,920,15842,10231
2024-10-10 07:45:00+08,5521,24566,20074,920,16196,9456
2024-10-10 08:00:00+08,5521,24566,20074,920,16824,8829
2024-10-10 08:15:00+08,5521,24566,20074,920,17208,8445
2024-10-10 08:30:00+08,5521,24566,20074,920,18719,6934
2024-10-10 08:45:00+08,5521,24566,20074,920,19482,6170
2024-10-10 09:00:00+08,5521,24566,20074,920,21110,4543
2024-10-10 09:15:00+08,5521,24566,20074,920,23733,1920
2024-10-10 09:30:00+08,5521,24566,20074,920,24180,1473
2024-10-10 09:45:00+08,5521,24566,20074,920,24566,920
2024-10-10 10:00:00+08,5521,24566,20074,920,22415,3071
2024-10-10 10:15:00+08,5521,24566,20074,920,22831,2655
2024-10-10 10:30:00+08,5521,24566,20074,920,22559,2927
2024-10-10 10:45:00+08,5521,24566,20074,920,22282,3204
2024-10-10 11:00:00+08,5521,24566,20074,920,23835,1651
2024-10-10 11:15:00+08,5521,24566,20074,920,23097,2389
2024-10-10 11:30:00+08,5521,24566,20074,920,22397,3089
2024-10-10 11:45:00+08,5521,24566,20074,920,22699,2787
2024-10-10 12:00:00+08,5521,24566,20074,920,23855,1631
2024-10-10 12:15:00+08,5521,24566,20074,920,23252,2234
2024-10-10 12:30:00+08,5521,24566,20074,920,22968,2518
2024-10-10 12:45:00+08,5521,24566,20074,920,22155,3330
2024-10-10 13:00:00+08,5521,24566,20074,920,22045,3441
2024-10-10 13:15:00+08,5521,24566,20074,920,21671,3815
2024-10-10 13:30:00+08,5521,24566,20074,920,20791,4695
2024-10-10 13:45:00+08,5521,24566,20074,920,20190,5296
2024-10-10 14:00:00+08,5521,24566,20074,920,19496,5989
2024-10-10 14:15:00+08,5521,24566,20074,920,19133,6520
2024-10-10 14:30:00+08,5521,24566,20074,920,19107,6545
2024-10-10 14:45:00+08,5521,24566,20074,920,18527,7126
2024-10-10 15:00:00+08,5521,24566,20074,920,17712,7941
2024-10-10 15:15:00+08,5521,24566,20074,920,17127,8526
2024-10-10 15:30:00+08,5521,24566,20074,920,14830,10822
2024-10-10 15:45:00+08,5521,24566,20074,920,13478,12595
2024-10-10 16:00:00+08,5521,24566,20074,920,11620,13974
2024-10-10 16:15:00+08,5521,24566,20074,920,10038,15557
2024-10-10 16:30:00+08,5521,24566,20074,920,7896,17698
2024-10-10 16:45:00+08,5521,24566,20074,920,6256,19338
2024-10-10 17:00:00+08,5521,24566,20074,920,5521,20074
2024-10-10 17:15:00+08,5521,24566,20074,920,6711,18884
2024-10-10 17:30:00+08,5521,24566,20074,920,7087,18508
2024-10-10 17:45:00+08,5521,24566,20074,920,7315,18279
2024-10-10 18:00:00+08,5521,24566,20074,920,7027,18568
2024-10-10 18:15:00+08,5521,24566,20074,920,6971,18623
2024-10-10 18:30:00+08,5521,24566,20074,920,7818,17776
2024-10-10 18:45:00+08,5521,24566,20074,920,7753,17842
2024-10-10 19:00:00+08,5521,24566,20074,920,7564,18030
2024-10-10 19:15:00+08,5521,24566,20074,920,7329,18266
2024-10-10 19:30:00+08,5521,24566,20074,920,7601,17994
2024-10-10 19:45:00+08,5521,24566,20074,920,8103,17491
2024-10-10 20:00:00+08,5521,24566,20074,920,8202,17393
2024-10-10 20:15:00+08,5521,24566,20074,920,7685,17910
2024-10-10 20:30:00+08,5521,24566,20074,920,7905,17689
2024-10-10 20:45:00+08,5521,24566,20074,920,7970,17625
2024-10-10 21:00:00+08,5521,24566,20074,920,8098,17497
2024-10-10 21:15:00+08,5521,24566,20074,920,8071,17524
2024-10-10 21:30:00+08,5521,24566,20074,920,7805,17789
2024-10-10 21:45:00+08,5521,24566,20074,920,7554,18040
2024-10-10 22:00:00+08,5521,24566,20074,920,8678,16916
2024-10-10 22:15:00+08,5521,24566,20074,920,8140,17454
2024-10-10 22:30:00+08,5521,24566,20074,920,7995,17600
2024-10-10 22:45:00+08,5521,24566,20074,920,7965,17629
2024-10-10 23:00:00+08,5521,24566,20074,920,8211,17384
2024-10-10 23:15:00+08,5521,24566,20074,920,8219,17854
2024-10-10 23:30:00+08,5521,24566,20074,920,7643,18429
2024-10-10 23:45:00+08,5521,24566,20074,920,7979,18094
2024-10-11 00:00:00+08,5521,24566,20074,920,8084,17989
2024-10-11 00:15:00+08,5381,25451,20746,407,8004,18123
2024-10-11 00:30:00+08,5381,25451,20746,407,8297,17831
2024-10-11 00:45:00+08,5381,25451,20746,407,8739,17389
2024-10-11 01:00:00+08,5381,25451,20746,407,8822,17306
2024-10-11 01:15:00+08,5381,25451,20746,407,9373,16755
2024-10-11 01:30:00+08,5381,25451,20746,407,9481,16646
2024-10-11 01:45:00+08,5381,25451,20746,407,9966,16162
2024-10-11 02:00:00+08,5381,25451,20746,407,10360,15768
2024-10-11 02:15:00+08,5381,25451,20746,407,10558,15570
2024-10-11 02:30:00+08,5381,25451,20746,407,10873,15255
2024-10-11 02:45:00+08,5381,25451,20746,407,11047,15081
2024-10-11 03:00:00+08,5381,25451,20746,407,11210,14918
2024-10-11 03:15:00+08,5381,25451,20746,407,11373,14754
2024-10-11 03:30:00+08,5381,25451,20746,407,11629,14498
2024-10-11 03:45:00+08,5381,25451,20746,407,11342,14786
2024-10-11 04:00:00+08,5381,25451,20746,407,11368,14759
2024-10-11 04:15:00+08,5381,25451,20746,407,10759,15369
2024-10-11 04:30:00+08,5381,25451,20746,407,10876,15252
2024-10-11 04:45:00+08,5381,25451,20746,407,10208,15920
2024-10-11 05:00:00+08,5381,25451,20746,407,9859,16268
2024-10-11 05:15:00+08,5381,25451,20746,407,8730,17398
2024-10-11 05:30:00+08,5381,25451,20746,407,8747,17381
2024-10-11 05:45:00+08,5381,25451,20746,407,8329,17799
2024-10-11 06:00:00+08,5381,25451,20746,407,7644,18484
2024-10-11 06:15:00+08,5381,25451,20746,407,6027,20100
2024-10-11 06:30:00+08,5381,25451,20746,407,5381,20746
2024-10-11 06:45:00+08,5381,25451,20746,407,6599,19529
2024-10-11 07:00:00+08,5381,25451,20746,407,8138,17990
2024-10-11 07:15:00+08,5381,25451,20746,407,9593,16535
2024-10-11 07:30:00+08,5381,25451,20746,407,12124,14004
2024-10-11 07:45:00+08,5381,25451,20746,407,14239,11889
2024-10-11 08:00:00+08,5381,25451,20746,407,15977,9918
2024-10-11 08:15:00+08,5381,25451,20746,407,17782,8112
2024-10-11 08:30:00+08,5381,25451,20746,407,19548,6347
2024-10-11 08:45:00+08,5381,25451,20746,407,20805,5090
2024-10-11 09:00:00+08,5381,25451,20746,407,22128,3497
2024-10-11 09:15:00+08,5381,25451,20746,407,22963,2662
2024-10-11 09:30:00+08,5381,25451,20746,407,24023,1602
2024-10-11 09:45:00+08,5381,25451,20746,407,24506,1469
2024-10-11 10:00:00+08,5381,25451,20746,407,24829,1105
2024-10-11 10:15:00+08,5381,25451,20746,407,24973,885
2024-10-11 10:30:00+08,5381,25451,20746,407,25233,625
2024-10-11 10:45:00+08,5381,25451,20746,407,25451,407
2024-10-11 11:00:00+08,5381,25451,20746,407,25362,496
2024-10-11 11:15:00+08,5381,25451,20746,407,24741,1117
2024-10-11 11:30:00+08,5381,25451,20746,407,22518,3339
2024-10-11 11:45:00+08,5381,25451,20746,407,23581,1577
2024-10-11 12:00:00+08,5381,25451,20746,407,23729,1429
2024-10-11 12:15:00+08,5381,25451,20746,407,23534,2324
2024-10-11 12:30:00+08,5381,25451,20746,407,22580,3278
2024-10-11 12:45:00+08,5381,25451,20746,407,21301,4557
2024-10-11 13:00:00+08,5381,25451,20746,407,20511,5347
2024-10-11 13:15:00+08,5381,25451,20746,407,19514,6344
2024-10-11 13:30:00+08,5381,25451,20746,407,22931,2927
2024-10-11 13:45:00+08,5381,25451,20746,407,22712,3145
2024-10-11 14:00:00+08,5381,25451,20746,407,21976,3882
2024-10-11 14:15:00+08,5381,25451,20746,407,20553,5304
2024-10-11 14:30:00+08,5381,25451,20746,407,19913,5945
2024-10-11 14:45:00+08,5381,25451,20746,407,18308,7550
2024-10-11 15:00:00+08,5381,25451,20746,407,17472,8386
2024-10-11 15:15:00+08,5381,25451,20746,407,15460,9870
2024-10-11 15:30:00+08,5381,25451,20746,407,13174,12156
2024-10-11 15:45:00+08,5381,25451,20746,407,11651,13679
2024-10-11 16:00:00+08,5381,25451,20746,407,9751,15100
2024-10-11 16:15:00+08,5381,25451,20746,407,8224,16628
2024-10-11 16:30:00+08,5381,25451,20746,407,6825,18026
2024-10-11 16:45:00+08,5381,25451,20746,407,6068,18784
2024-10-11 17:00:00+08,5381,25451,20746,407,6035,18816
2024-10-11 17:15:00+08,5381,25451,20746,407,6827,18025
2024-10-11 17:30:00+08,5381,25451,20746,407,7490,17362
2024-10-11 17:45:00+08,5381,25451,20746,407,6829,18022
2024-10-11 18:00:00+08,5381,25451,20746,407,6970,17881
2024-10-11 18:15:00+08,5381,25451,20746,407,6991,17860
2024-10-11 18:30:00+08,5381,25451,20746,407,7916,16935
2024-10-11 18:45:00+08,5381,25451,20746,407,8837,16015
2024-10-11 19:00:00+08,5381,25451,20746,407,8380,16472
2024-10-11 19:15:00+08,5381,25451,20746,407,8247,16605
2024-10-11 19:30:00+08,5381,25451,20746,407,8464,16388
2024-10-11 19:45:00+08,5381,25451,20746,407,8703,16149
2024-10-11 20:00:00+08,5381,25451,20746,407,8814,16037
2024-10-11 20:15:00+08,5381,25451,20746,407,8908,15943
2024-10-11 20:30:00+08,5381,25451,20746,407,9005,15846
2024-10-11 20:45:00+08,5381,25451,20746,407,9096,15756
2024-10-11 21:00:00+08,5381,25451,20746,407,9196,15656
2024-10-11 21:15:00+08,5381,25451,20746,407,8558,16293
2024-10-11 21:30:00+08,5381,25451,20746,407,8893,15958
2024-10-11 21:45:00+08,5381,25451,20746,407,9001,15851
2024-10-11 22:00:00+08,5381,25451,20746,407,9530,15322
2024-10-11 22:15:00+08,5381,25451,20746,407,9263,15589
2024-10-11 22:30:00+08,5381,25451,20746,407,9296,15556
2024-10-11 22:45:00+08,5381,25451,20746,407,9434,15418
2024-10-11 23:00:00+08,5381,25451,20746,407,9371,15480
2024-10-11 23:15:00+08,5381,25451,20746,407,9333,15997
2024-10-11 23:30:00+08,5381,25451,20746,407,10120,15210
2024-10-11 23:45:00+08,5381,25451,20746,407,10510,14690
2024-10-12 00:00:00+08,5381,25451,20746,407,10969,14231
2024-10-12 00:15:00+08,5786,20106,18876,3386,11060,14084
2024-10-12 00:30:00+08,5786,20106,18876,3386,11499,13655
2024-10-12 00:45:00+08,5786,20106,18876,3386,11490,13674
