时间,最小正备用（MW）,最大正备用,最大负备用（MW）,最小负备用（MW）,正备用（MW）,负备用（MW）
2023-10-01 00:15:00+08,2902,18319,16549,-786,6197,12550
2023-10-01 00:30:00+08,2902,18319,16549,-786,6055,12642
2023-10-01 00:45:00+08,2902,18319,16549,-786,5179,13517
2023-10-01 01:00:00+08,2902,18319,16549,-786,5618,13079
2023-10-01 01:15:00+08,2902,18319,16549,-786,4828,13951
2023-10-01 01:30:00+08,2902,18319,16549,-786,4887,13892
2023-10-01 01:45:00+08,2902,18319,16549,-786,5881,12728
2023-10-01 02:00:00+08,2902,18319,16549,-786,5648,12961
2023-10-01 02:15:00+08,2902,18319,16549,-786,5759,12851
2023-10-01 02:30:00+08,2902,18319,16549,-786,5945,12664
2023-10-01 02:45:00+08,2902,18319,16549,-786,5713,12896
2023-10-01 03:00:00+08,2902,18319,16549,-786,5956,12653
2023-10-01 03:15:00+08,2902,18319,16549,-786,6108,12502
2023-10-01 03:30:00+08,2902,18319,16549,-786,6395,12214
2023-10-01 03:45:00+08,2902,18319,16549,-786,6088,12521
2023-10-01 04:00:00+08,2902,18319,16549,-786,6180,12429
2023-10-01 04:15:00+08,2902,18319,16549,-786,5920,12689
2023-10-01 04:30:00+08,2902,18319,16549,-786,5939,12670
2023-10-01 04:45:00+08,2902,18319,16549,-786,5655,12955
2023-10-01 05:00:00+08,2902,18319,16549,-786,4968,13642
2023-10-01 05:15:00+08,2902,18319,16549,-786,4378,14231
2023-10-01 05:30:00+08,2902,18319,16549,-786,4247,14362
2023-10-01 05:45:00+08,2902,18319,16549,-786,4173,14436
2023-10-01 06:00:00+08,2902,18319,16549,-786,3944,14665
2023-10-01 06:15:00+08,2902,18319,16549,-786,3992,14617
2023-10-01 06:30:00+08,2902,18319,16549,-786,4361,14249
2023-10-01 06:45:00+08,2902,18319,16549,-786,5746,12863
2023-10-01 07:00:00+08,2902,18319,16549,-786,7129,11480
2023-10-01 07:15:00+08,2902,18319,16549,-786,9111,9498
2023-10-01 07:30:00+08,2902,18319,16549,-786,11844,6765
2023-10-01 07:45:00+08,2902,18319,16549,-786,14829,5276
2023-10-01 08:00:00+08,2902,18319,16549,-786,14490,3304
2023-10-01 08:15:00+08,2902,18319,16549,-786,16812,2586
2023-10-01 08:30:00+08,2902,18319,16549,-786,16930,504
2023-10-01 08:45:00+08,2902,18319,16549,-786,18281,-560
2023-10-01 09:00:00+08,2902,18319,16549,-786,18186,-786
2023-10-01 09:15:00+08,2902,18319,16549,-786,18319,-554
2023-10-01 09:30:00+08,2902,18319,16549,-786,17250,29
2023-10-01 09:45:00+08,2902,18319,16549,-786,17544,220
2023-10-01 10:00:00+08,2902,18319,16549,-786,17193,1370
2023-10-01 10:15:00+08,2902,18319,16549,-786,14853,1747
2023-10-01 10:30:00+08,2902,18319,16549,-786,15596,1003
2023-10-01 10:45:00+08,2902,18319,16549,-786,14749,1190
2023-10-01 11:00:00+08,2902,18319,16549,-786,15665,935
2023-10-01 11:15:00+08,2902,18319,16549,-786,15344,1740
2023-10-01 11:30:00+08,2902,18319,16549,-786,16399,686
2023-10-01 11:45:00+08,2902,18319,16549,-786,17473,1090
2023-10-01 12:00:00+08,2902,18319,16549,-786,16339,746
2023-10-01 12:15:00+08,2902,18319,16549,-786,16468,617
2023-10-01 12:30:00+08,2902,18319,16549,-786,16414,185
2023-10-01 12:45:00+08,2902,18319,16549,-786,16103,497
2023-10-01 13:00:00+08,2902,18319,16549,-786,15333,1266
2023-10-01 13:15:00+08,2902,18319,16549,-786,14885,2200
2023-10-01 13:30:00+08,2902,18319,16549,-786,13480,3119
2023-10-01 13:45:00+08,2902,18319,16549,-786,13020,3579
2023-10-01 14:00:00+08,2902,18319,16549,-786,12550,4050
2023-10-01 14:15:00+08,2902,18319,16549,-786,11773,4826
2023-10-01 14:30:00+08,2902,18319,16549,-786,12263,5016
2023-10-01 14:45:00+08,2902,18319,16549,-786,11922,5357
2023-10-01 15:00:00+08,2902,18319,16549,-786,11469,6211
2023-10-01 15:15:00+08,2902,18319,16549,-786,11154,6525
2023-10-01 15:30:00+08,2902,18319,16549,-786,9466,8213
2023-10-01 15:45:00+08,2902,18319,16549,-786,8996,8683
2023-10-01 16:00:00+08,2902,18319,16549,-786,8024,10078
2023-10-01 16:15:00+08,2902,18319,16549,-786,6946,11155
2023-10-01 16:30:00+08,2902,18319,16549,-786,5416,12851
2023-10-01 16:45:00+08,2902,18319,16549,-786,4347,13920
2023-10-01 17:00:00+08,2902,18319,16549,-786,3935,14667
2023-10-01 17:15:00+08,2902,18319,16549,-786,4473,14657
2023-10-01 17:30:00+08,2902,18319,16549,-786,3378,15713
2023-10-01 17:45:00+08,2902,18319,16549,-786,2902,16549
2023-10-01 18:00:00+08,2902,18319,16549,-786,3086,16365
2023-10-01 18:15:00+08,2902,18319,16549,-786,3629,15977
2023-10-01 18:30:00+08,2902,18319,16549,-786,4063,15123
2023-10-01 18:45:00+08,2902,18319,16549,-786,5178,14008
2023-10-01 19:00:00+08,2902,18319,16549,-786,5993,13193
2023-10-01 19:15:00+08,2902,18319,16549,-786,5758,13433
2023-10-01 19:30:00+08,2902,18319,16549,-786,6421,12780
2023-10-01 19:45:00+08,2902,18319,16549,-786,6585,12626
2023-10-01 20:00:00+08,2902,18319,16549,-786,6856,12365
2023-10-01 20:15:00+08,2902,18319,16549,-786,6197,13034
2023-10-01 20:30:00+08,2902,18319,16549,-786,6040,13201
2023-10-01 20:45:00+08,2902,18319,16549,-786,5783,13468
2023-10-01 21:00:00+08,2902,18319,16549,-786,5466,13795
2023-10-01 21:15:00+08,2902,18319,16549,-786,5498,13773
2023-10-01 21:30:00+08,2902,18319,16549,-786,5861,13420
2023-10-01 21:45:00+08,2902,18319,16549,-786,6032,13260
2023-10-01 22:00:00+08,2902,18319,16549,-786,6172,13129
2023-10-01 22:15:00+08,2902,18319,16549,-786,6797,12514
2023-10-01 22:30:00+08,2902,18319,16549,-786,6179,13142
2023-10-01 22:45:00+08,2902,18319,16549,-786,5466,13865
2023-10-01 23:00:00+08,2902,18319,16549,-786,4532,14809
2023-10-01 23:15:00+08,2902,18319,16549,-786,3622,15729
2023-10-01 23:30:00+08,2902,18319,16549,-786,4672,14772
2023-10-01 23:45:00+08,2902,18319,16549,-786,5048,14406
2023-10-02 00:00:00+08,2902,18319,16549,-786,5414,14075
2023-10-02 00:15:00+08,1705,15490,18438,3928,4181,15007
2023-10-02 00:30:00+08,1705,15490,18438,3928,4974,14184
2023-10-02 00:45:00+08,1705,15490,18438,3928,4512,14646
2023-10-02 01:00:00+08,1705,15490,18438,3928,4631,14272
2023-10-02 01:15:00+08,1705,15490,18438,3928,4734,14169
2023-10-02 01:30:00+08,1705,15490,18438,3928,4950,13953
2023-10-02 01:45:00+08,1705,15490,18438,3928,4693,14209
2023-10-02 02:00:00+08,1705,15490,18438,3928,4834,13919
2023-10-02 02:15:00+08,1705,15490,18438,3928,4727,14026
2023-10-02 02:30:00+08,1705,15490,18438,3928,4901,13851
2023-10-02 02:45:00+08,1705,15490,18438,3928,5279,13474
2023-10-02 03:00:00+08,1705,15490,18438,3928,5377,13376
2023-10-02 03:15:00+08,1705,15490,18438,3928,5506,13247
2023-10-02 03:30:00+08,1705,15490,18438,3928,5581,13172
2023-10-02 03:45:00+08,1705,15490,18438,3928,5543,13210
2023-10-02 04:00:00+08,1705,15490,18438,3928,5776,13396
2023-10-02 04:15:00+08,1705,15490,18438,3928,5674,13499
2023-10-02 04:30:00+08,1705,15490,18438,3928,5556,13617
2023-10-02 04:45:00+08,1705,15490,18438,3928,5440,13733
2023-10-02 05:00:00+08,1705,15490,18438,3928,5045,14128
2023-10-02 05:15:00+08,1705,15490,18438,3928,4418,14754
2023-10-02 05:30:00+08,1705,15490,18438,3928,4459,14714
2023-10-02 05:45:00+08,1705,15490,18438,3928,4423,14750
2023-10-02 06:00:00+08,1705,15490,18438,3928,4586,14587
2023-10-02 06:15:00+08,1705,15490,18438,3928,4159,15014
2023-10-02 06:30:00+08,1705,15490,18438,3928,3570,15602
2023-10-02 06:45:00+08,1705,15490,18438,3928,3995,15178
2023-10-02 07:00:00+08,1705,15490,18438,3928,4688,14485
2023-10-02 07:15:00+08,1705,15490,18438,3928,5889,13284
2023-10-02 07:30:00+08,1705,15490,18438,3928,7555,11617
2023-10-02 07:45:00+08,1705,15490,18438,3928,8933,10240
2023-10-02 08:00:00+08,1705,15490,18438,3928,10263,8910
2023-10-02 08:15:00+08,1705,15490,18438,3928,11028,8145
2023-10-02 08:30:00+08,1705,15490,18438,3928,12498,6675
2023-10-02 08:45:00+08,1705,15490,18438,3928,13573,5600
2023-10-02 09:00:00+08,1705,15490,18438,3928,13791,5382
2023-10-02 09:15:00+08,1705,15490,18438,3928,14324,5094
2023-10-02 09:30:00+08,1705,15490,18438,3928,14494,4924
2023-10-02 09:45:00+08,1705,15490,18438,3928,15445,3973
2023-10-02 10:00:00+08,1705,15490,18438,3928,15490,3928
2023-10-02 10:15:00+08,1705,15490,18438,3928,14937,4481
2023-10-02 10:30:00+08,1705,15490,18438,3928,14350,5067
2023-10-02 10:45:00+08,1705,15490,18438,3928,14363,5137
2023-10-02 11:00:00+08,1705,15490,18438,3928,14257,5244
2023-10-02 11:15:00+08,1705,15490,18438,3928,12590,6710
2023-10-02 11:30:00+08,1705,15490,18438,3928,13167,6133
2023-10-02 11:45:00+08,1705,15490,18438,3928,14060,5240
2023-10-02 12:00:00+08,1705,15490,18438,3928,15234,4066
2023-10-02 12:15:00+08,1705,15490,18438,3928,14550,4750
2023-10-02 12:30:00+08,1705,15490,18438,3928,14499,4801
2023-10-02 12:45:00+08,1705,15490,18438,3928,14455,4845
2023-10-02 13:00:00+08,1705,15490,18438,3928,13215,6085
2023-10-02 13:15:00+08,1705,15490,18438,3928,11707,7593
2023-10-02 13:30:00+08,1705,15490,18438,3928,10717,8584
2023-10-02 13:45:00+08,1705,15490,18438,3928,10842,8459
2023-10-02 14:00:00+08,1705,15490,18438,3928,10771,8529
2023-10-02 14:15:00+08,1705,15490,18438,3928,10895,8405
2023-10-02 14:30:00+08,1705,15490,18438,3928,9808,9623
2023-10-02 14:45:00+08,1705,15490,18438,3928,8495,11115
2023-10-02 15:00:00+08,1705,15490,18438,3928,7464,12182
2023-10-02 15:15:00+08,1705,15490,18438,3928,7063,12978
2023-10-02 15:30:00+08,1705,15490,18438,3928,5503,14539
2023-10-02 15:45:00+08,1705,15490,18438,3928,4527,15699
2023-10-02 16:00:00+08,1705,15490,18438,3928,3877,16349
2023-10-02 16:15:00+08,1705,15490,18438,3928,2704,17522
2023-10-02 16:30:00+08,1705,15490,18438,3928,2799,17510
2023-10-02 16:45:00+08,1705,15490,18438,3928,2227,18082
2023-10-02 17:00:00+08,1705,15490,18438,3928,1990,18154
2023-10-02 17:15:00+08,1705,15490,18438,3928,2887,17339
2023-10-02 17:30:00+08,1705,15490,18438,3928,2235,17991
2023-10-02 17:45:00+08,1705,15490,18438,3928,2088,18138
2023-10-02 18:00:00+08,1705,15490,18438,3928,2091,18052
2023-10-02 18:15:00+08,1705,15490,18438,3928,1705,18438
2023-10-02 18:30:00+08,1705,15490,18438,3928,2264,17880
2023-10-02 18:45:00+08,1705,15490,18438,3928,3272,16871
2023-10-02 19:00:00+08,1705,15490,18438,3928,3936,16207
2023-10-02 19:15:00+08,1705,15490,18438,3928,4266,15878
2023-10-02 19:30:00+08,1705,15490,18438,3928,4568,15576
2023-10-02 19:45:00+08,1705,15490,18438,3928,4800,15343
2023-10-02 20:00:00+08,1705,15490,18438,3928,5235,14909
2023-10-02 20:15:00+08,1705,15490,18438,3928,4733,15493
2023-10-02 20:30:00+08,1705,15490,18438,3928,4425,15718
2023-10-02 20:45:00+08,1705,15490,18438,3928,4016,16127
2023-10-02 21:00:00+08,1705,15490,18438,3928,3849,16294
2023-10-02 21:15:00+08,1705,15490,18438,3928,3586,16558
2023-10-02 21:30:00+08,1705,15490,18438,3928,4151,15993
2023-10-02 21:45:00+08,1705,15490,18438,3928,5371,14773
2023-10-02 22:00:00+08,1705,15490,18438,3928,6395,13831
2023-10-02 22:15:00+08,1705,15490,18438,3928,6337,13889
2023-10-02 22:30:00+08,1705,15490,18438,3928,5908,14236
2023-10-02 22:45:00+08,1705,15490,18438,3928,5363,14780
2023-10-02 23:00:00+08,1705,15490,18438,3928,5341,14802
2023-10-02 23:15:00+08,1705,15490,18438,3928,4823,15321
2023-10-02 23:30:00+08,1705,15490,18438,3928,6014,14130
2023-10-02 23:45:00+08,1705,15490,18438,3928,6113,14030
2023-10-03 00:00:00+08,1705,15490,18438,3928,6616,13610
2023-10-03 00:15:00+08,1934,19066,18651,1649,5937,14472
2023-10-03 00:30:00+08,1934,19066,18651,1649,5910,14602
2023-10-03 00:45:00+08,1934,19066,18651,1649,5571,14770
2023-10-03 01:00:00+08,1934,19066,18651,1649,5370,15053
2023-10-03 01:15:00+08,1934,19066,18651,1649,4830,15253
2023-10-03 01:30:00+08,1934,19066,18651,1649,4355,15646
2023-10-03 01:45:00+08,1934,19066,18651,1649,4303,15697
2023-10-03 02:00:00+08,1934,19066,18651,1649,4065,15936
2023-10-03 02:15:00+08,1934,19066,18651,1649,3995,16005
2023-10-03 02:30:00+08,1934,19066,18651,1649,4236,15764
2023-10-03 02:45:00+08,1934,19066,18651,1649,4408,15593
2023-10-03 03:00:00+08,1934,19066,18651,1649,4015,15985
2023-10-03 03:15:00+08,1934,19066,18651,1649,3774,16226
2023-10-03 03:30:00+08,1934,19066,18651,1649,3794,16151
2023-10-03 03:45:00+08,1934,19066,18651,1649,3571,16374
2023-10-03 04:00:00+08,1934,19066,18651,1649,3966,15980
2023-10-03 04:15:00+08,1934,19066,18651,1649,3347,16598
2023-10-03 04:30:00+08,1934,19066,18651,1649,3392,16553
2023-10-03 04:45:00+08,1934,19066,18651,1649,3047,16899
2023-10-03 05:00:00+08,1934,19066,18651,1649,2471,17475
2023-10-03 05:15:00+08,1934,19066,18651,1649,1965,18410
2023-10-03 05:30:00+08,1934,19066,18651,1649,2882,17493
2023-10-03 05:45:00+08,1934,19066,18651,1649,3142,17234
2023-10-03 06:00:00+08,1934,19066,18651,1649,3415,16961
2023-10-03 06:15:00+08,1934,19066,18651,1649,2723,17653
2023-10-03 06:30:00+08,1934,19066,18651,1649,2154,18432
2023-10-03 06:45:00+08,1934,19066,18651,1649,1934,18651
2023-10-03 07:00:00+08,1934,19066,18651,1649,2086,18499
2023-10-03 07:15:00+08,1934,19066,18651,1649,2463,18122
2023-10-03 07:30:00+08,1934,19066,18651,1649,3476,17310
2023-10-03 07:45:00+08,1934,19066,18651,1649,3898,16887
2023-10-03 08:00:00+08,1934,19066,18651,1649,4884,15657
2023-10-03 08:15:00+08,1934,19066,18651,1649,5864,14676
2023-10-03 08:30:00+08,1934,19066,18651,1649,7786,12754
2023-10-03 08:45:00+08,1934,19066,18651,1649,10049,10492
2023-10-03 09:00:00+08,1934,19066,18651,1649,11947,8594
2023-10-03 09:15:00+08,1934,19066,18651,1649,14075,6640
2023-10-03 09:30:00+08,1934,19066,18651,1649,16091,4625
2023-10-03 09:45:00+08,1934,19066,18651,1649,17225,3490
2023-10-03 10:00:00+08,1934,19066,18651,1649,17542,3174
2023-10-03 10:15:00+08,1934,19066,18651,1649,18191,2525
2023-10-03 10:30:00+08,1934,19066,18651,1649,18086,2629
2023-10-03 10:45:00+08,1934,19066,18651,1649,18437,2278
2023-10-03 11:00:00+08,1934,19066,18651,1649,17899,2816
2023-10-03 11:15:00+08,1934,19066,18651,1649,15947,4768
2023-10-03 11:30:00+08,1934,19066,18651,1649,17251,3464
2023-10-03 11:45:00+08,1934,19066,18651,1649,18020,2695
2023-10-03 12:00:00+08,1934,19066,18651,1649,19066,1649
2023-10-03 12:15:00+08,1934,19066,18651,1649,15786,4781
2023-10-03 12:30:00+08,1934,19066,18651,1649,15586,4981
2023-10-03 12:45:00+08,1934,19066,18651,1649,14651,5916
2023-10-03 13:00:00+08,1934,19066,18651,1649,14041,6526
2023-10-03 13:15:00+08,1934,19066,18651,1649,12779,7789
2023-10-03 13:30:00+08,1934,19066,18651,1649,11828,8739
2023-10-03 13:45:00+08,1934,19066,18651,1649,12045,8522
2023-10-03 14:00:00+08,1934,19066,18651,1649,11641,9075
2023-10-03 14:15:00+08,1934,19066,18651,1649,11325,9390
2023-10-03 14:30:00+08,1934,19066,18651,1649,10592,10124
2023-10-03 14:45:00+08,1934,19066,18651,1649,8700,12015
2023-10-03 15:00:00+08,1934,19066,18651,1649,8465,12250
2023-10-03 15:15:00+08,1934,19066,18651,1649,7703,13013
2023-10-03 15:30:00+08,1934,19066,18651,1649,7130,13661
2023-10-03 15:45:00+08,1934,19066,18651,1649,7182,13608
2023-10-03 16:00:00+08,1934,19066,18651,1649,8005,13465
2023-10-03 16:15:00+08,1934,19066,18651,1649,7765,13881
2023-10-03 16:30:00+08,1934,19066,18651,1649,6468,15538
2023-10-03 16:45:00+08,1934,19066,18651,1649,5778,16228
2023-10-03 17:00:00+08,1934,19066,18651,1649,5864,16141
2023-10-03 17:15:00+08,1934,19066,18651,1649,6539,16177
2023-10-03 17:30:00+08,1934,19066,18651,1649,4445,18271
2023-10-03 17:45:00+08,1934,19066,18651,1649,4487,18228
2023-10-03 18:00:00+08,1934,19066,18651,1649,4623,18093
2023-10-03 18:15:00+08,1934,19066,18651,1649,4526,18435
2023-10-03 18:30:00+08,1934,19066,18651,1649,5038,17922
2023-10-03 18:45:00+08,1934,19066,18651,1649,6139,16821
2023-10-03 19:00:00+08,1934,19066,18651,1649,6691,16270
2023-10-03 19:15:00+08,1934,19066,18651,1649,6921,16040
2023-10-03 19:30:00+08,1934,19066,18651,1649,7401,15560
2023-10-03 19:45:00+08,1934,19066,18651,1649,7786,15175
2023-10-03 20:00:00+08,1934,19066,18651,1649,7967,14993
2023-10-03 20:15:00+08,1934,19066,18651,1649,8156,14805
2023-10-03 20:30:00+08,1934,19066,18651,1649,7606,15355
2023-10-03 20:45:00+08,1934,19066,18651,1649,7244,15716
2023-10-03 21:00:00+08,1934,19066,18651,1649,6974,15987
2023-10-03 21:15:00+08,1934,19066,18651,1649,6874,16087
2023-10-03 21:30:00+08,1934,19066,18651,1649,7378,15583
2023-10-03 21:45:00+08,1934,19066,18651,1649,7942,15019
2023-10-03 22:00:00+08,1934,19066,18651,1649,8459,14501
2023-10-03 22:15:00+08,1934,19066,18651,1649,8354,14607
2023-10-03 22:30:00+08,1934,19066,18651,1649,7778,15183
2023-10-03 22:45:00+08,1934,19066,18651,1649,7393,15567
2023-10-03 23:00:00+08,1934,19066,18651,1649,6715,16245
2023-10-03 23:15:00+08,1934,19066,18651,1649,6590,16370
2023-10-03 23:30:00+08,1934,19066,18651,1649,6567,15764
2023-10-03 23:45:00+08,1934,19066,18651,1649,6916,15414
2023-10-04 00:00:00+08,1934,19066,18651,1649,7095,15235
2023-10-04 00:15:00+08,4186,15799,17702,6089,7442,14918
2023-10-04 00:30:00+08,4186,15799,17702,6089,8051,14062
2023-10-04 00:45:00+08,4186,15799,17702,6089,8604,13509
2023-10-04 01:00:00+08,4186,15799,17702,6089,8879,13234
2023-10-04 01:15:00+08,4186,15799,17702,6089,8552,13336
2023-10-04 01:30:00+08,4186,15799,17702,6089,8983,12905
2023-10-04 01:45:00+08,4186,15799,17702,6089,9175,12713
2023-10-04 02:00:00+08,4186,15799,17702,6089,9440,12448
2023-10-04 02:15:00+08,4186,15799,17702,6089,9736,12152
2023-10-04 02:30:00+08,4186,15799,17702,6089,9821,12067
2023-10-04 02:45:00+08,4186,15799,17702,6089,9746,12142
2023-10-04 03:00:00+08,4186,15799,17702,6089,10173,11715
2023-10-04 03:15:00+08,4186,15799,17702,6089,9916,11972
2023-10-04 03:30:00+08,4186,15799,17702,6089,9635,12253
2023-10-04 03:45:00+08,4186,15799,17702,6089,9501,12387
2023-10-04 04:00:00+08,4186,15799,17702,6089,9313,12575
2023-10-04 04:15:00+08,4186,15799,17702,6089,8446,13442
2023-10-04 04:30:00+08,4186,15799,17702,6089,7972,13916
2023-10-04 04:45:00+08,4186,15799,17702,6089,7597,14291
2023-10-04 05:00:00+08,4186,15799,17702,6089,7128,14760
2023-10-04 05:15:00+08,4186,15799,17702,6089,6359,15529
2023-10-04 05:30:00+08,4186,15799,17702,6089,6616,15272
2023-10-04 05:45:00+08,4186,15799,17702,6089,6317,15571
2023-10-04 06:00:00+08,4186,15799,17702,6089,5674,16214
2023-10-04 06:15:00+08,4186,15799,17702,6089,4611,17277
2023-10-04 06:30:00+08,4186,15799,17702,6089,4186,17702
2023-10-04 06:45:00+08,4186,15799,17702,6089,4890,16998
2023-10-04 07:00:00+08,4186,15799,17702,6089,5949,15939
2023-10-04 07:15:00+08,4186,15799,17702,6089,6755,15133
2023-10-04 07:30:00+08,4186,15799,17702,6089,7317,14571
2023-10-04 07:45:00+08,4186,15799,17702,6089,8097,13791
2023-10-04 08:00:00+08,4186,15799,17702,6089,9076,12812
2023-10-04 08:15:00+08,4186,15799,17702,6089,9818,12070
2023-10-04 08:30:00+08,4186,15799,17702,6089,11170,10718
2023-10-04 08:45:00+08,4186,15799,17702,6089,12615,9273
2023-10-04 09:00:00+08,4186,15799,17702,6089,13869,8019
2023-10-04 09:15:00+08,4186,15799,17702,6089,14217,7418
2023-10-04 09:30:00+08,4186,15799,17702,6089,15314,6322
2023-10-04 09:45:00+08,4186,15799,17702,6089,15799,6089
2023-10-04 10:00:00+08,4186,15799,17702,6089,15594,6294
2023-10-04 10:15:00+08,4186,15799,17702,6089,14218,7670
2023-10-04 10:30:00+08,4186,15799,17702,6089,13349,8539
2023-10-04 10:45:00+08,4186,15799,17702,6089,13507,8381
2023-10-04 11:00:00+08,4186,15799,17702,6089,12724,9164
2023-10-04 11:15:00+08,4186,15799,17702,6089,9887,12001
2023-10-04 11:30:00+08,4186,15799,17702,6089,11052,10836
2023-10-04 11:45:00+08,4186,15799,17702,6089,10525,11363
2023-10-04 12:00:00+08,4186,15799,17702,6089,10666,11222
2023-10-04 12:15:00+08,4186,15799,17702,6089,12205,9762
2023-10-04 12:30:00+08,4186,15799,17702,6089,13318,8570
2023-10-04 12:45:00+08,4186,15799,17702,6089,11489,10399
2023-10-04 13:00:00+08,4186,15799,17702,6089,10090,11798
2023-10-04 13:15:00+08,4186,15799,17702,6089,7343,14628
2023-10-04 13:30:00+08,4186,15799,17702,6089,8426,13462
2023-10-04 13:45:00+08,4186,15799,17702,6089,7484,14404
2023-10-04 14:00:00+08,4186,15799,17702,6089,7315,14573
2023-10-04 14:15:00+08,4186,15799,17702,6089,6468,15420
2023-10-04 14:30:00+08,4186,15799,17702,6089,6827,15061
2023-10-04 14:45:00+08,4186,15799,17702,6089,6125,15763
2023-10-04 15:00:00+08,4186,15799,17702,6089,5357,16531
2023-10-04 15:15:00+08,4186,15799,17702,6089,5332,16556
2023-10-04 15:30:00+08,4186,15799,17702,6089,5504,16384
2023-10-04 15:45:00+08,4186,15799,17702,6089,4682,17206
2023-10-04 16:00:00+08,4186,15799,17702,6089,5162,16808
2023-10-04 16:15:00+08,4186,15799,17702,6089,4612,17276
2023-10-04 16:30:00+08,4186,15799,17702,6089,6145,15743
2023-10-04 16:45:00+08,4186,15799,17702,6089,6375,15513
2023-10-04 17:00:00+08,4186,15799,17702,6089,6756,15132
2023-10-04 17:15:00+08,4186,15799,17702,6089,6177,15711
2023-10-04 17:30:00+08,4186,15799,17702,6089,6156,15732
2023-10-04 17:45:00+08,4186,15799,17702,6089,5644,16244
2023-10-04 18:00:00+08,4186,15799,17702,6089,5918,15970
2023-10-04 18:15:00+08,4186,15799,17702,6089,5962,15926
2023-10-04 18:30:00+08,4186,15799,17702,6089,6817,15071
2023-10-04 18:45:00+08,4186,15799,17702,6089,7948,13940
2023-10-04 19:00:00+08,4186,15799,17702,6089,8531,13357
2023-10-04 19:15:00+08,4186,15799,17702,6089,9335,12553
2023-10-04 19:30:00+08,4186,15799,17702,6089,9519,12369
2023-10-04 19:45:00+08,4186,15799,17702,6089,9710,12178
2023-10-04 20:00:00+08,4186,15799,17702,6089,9709,12179
2023-10-04 20:15:00+08,4186,15799,17702,6089,9204,12684
2023-10-04 20:30:00+08,4186,15799,17702,6089,9153,12735
2023-10-04 20:45:00+08,4186,15799,17702,6089,9337,12551
2023-10-04 21:00:00+08,4186,15799,17702,6089,8907,12981
2023-10-04 21:15:00+08,4186,15799,17702,6089,8912,12976
2023-10-04 21:30:00+08,4186,15799,17702,6089,9547,12341
2023-10-04 21:45:00+08,4186,15799,17702,6089,10083,11805
2023-10-04 22:00:00+08,4186,15799,17702,6089,10470,11418
2023-10-04 22:15:00+08,4186,15799,17702,6089,10894,10994
2023-10-04 22:30:00+08,4186,15799,17702,6089,10541,11347
2023-10-04 22:45:00+08,4186,15799,17702,6089,10429,11459
2023-10-04 23:00:00+08,4186,15799,17702,6089,9962,11926
2023-10-04 23:15:00+08,4186,15799,17702,6089,9797,12091
2023-10-04 23:30:00+08,4186,15799,17702,6089,9245,12643
2023-10-04 23:45:00+08,4186,15799,17702,6089,8962,12926
2023-10-05 00:00:00+08,4186,15799,17702,6089,9454,12434
2023-10-05 00:15:00+08,1126,22451,21483,-723,10706,11112
2023-10-05 00:30:00+08,1126,22451,21483,-723,11127,10601
2023-10-05 00:45:00+08,1126,22451,21483,-723,10966,10762
2023-10-05 01:00:00+08,1126,22451,21483,-723,11384,10344
2023-10-05 01:15:00+08,1126,22451,21483,-723,11887,9841
2023-10-05 01:30:00+08,1126,22451,21483,-723,12381,9347
2023-10-05 01:45:00+08,1126,22451,21483,-723,13627,8101
2023-10-05 02:00:00+08,1126,22451,21483,-723,14364,7364
2023-10-05 02:15:00+08,1126,22451,21483,-723,15085,6643
2023-10-05 02:30:00+08,1126,22451,21483,-723,16289,5439
2023-10-05 02:45:00+08,1126,22451,21483,-723,17006,4722
2023-10-05 03:00:00+08,1126,22451,21483,-723,17534,4194
2023-10-05 03:15:00+08,1126,22451,21483,-723,18172,3556
2023-10-05 03:30:00+08,1126,22451,21483,-723,18214,3514
2023-10-05 03:45:00+08,1126,22451,21483,-723,18339,3389
2023-10-05 04:00:00+08,1126,22451,21483,-723,18595,3133
2023-10-05 04:15:00+08,1126,22451,21483,-723,17449,4279
2023-10-05 04:30:00+08,1126,22451,21483,-723,17278,4450
2023-10-05 04:45:00+08,1126,22451,21483,-723,17076,4652
2023-10-05 05:00:00+08,1126,22451,21483,-723,16272,5456
2023-10-05 05:15:00+08,1126,22451,21483,-723,15602,6126
2023-10-05 05:30:00+08,1126,22451,21483,-723,15271,6457
2023-10-05 05:45:00+08,1126,22451,21483,-723,15203,6525
2023-10-05 06:00:00+08,1126,22451,21483,-723,14456,7272
2023-10-05 06:15:00+08,1126,22451,21483,-723,12991,8737
2023-10-05 06:30:00+08,1126,22451,21483,-723,12315,9413
2023-10-05 06:45:00+08,1126,22451,21483,-723,12625,9103
2023-10-05 07:00:00+08,1126,22451,21483,-723,13316,8412
2023-10-05 07:15:00+08,1126,22451,21483,-723,14374,7354
2023-10-05 07:30:00+08,1126,22451,21483,-723,15521,6207
2023-10-05 07:45:00+08,1126,22451,21483,-723,16080,5648
2023-10-05 08:00:00+08,1126,22451,21483,-723,17390,4338
2023-10-05 08:15:00+08,1126,22451,21483,-723,18368,3360
2023-10-05 08:30:00+08,1126,22451,21483,-723,19879,1849
2023-10-05 08:45:00+08,1126,22451,21483,-723,20904,824
2023-10-05 09:00:00+08,1126,22451,21483,-723,22451,-723
2023-10-05 09:15:00+08,1126,22451,21483,-723,21482,-136
2023-10-05 09:30:00+08,1126,22451,21483,-723,21757,-29
