时间,直调负荷(MW),联络线受电负荷(MW),风电总加(MW),光伏总加(MW),地方电厂发电总加(MW),非市场化核电总加(MW),自备机组总加(MW),试验机组总加(MW),抽蓄(MW)
2024-11-16 11:15:00+08,73245.96,20799.346,11380.94,2477.79,8017.117,0.0,4303.493,0,-2.693
2024-11-16 11:30:00+08,71763.164,20455.466,11915.42,2769.84,8010.565,0.0,4313.575,0,-3.221
2024-11-16 11:45:00+08,70027.484,19529.232,12510.11,3163.59,7996.126,0.0,4299.551,0,-3.182
2024-11-16 12:00:00+08,67913.31,19088.094,13468.93,3389.79,8010.222,0.0,4298.528,0,-3.24
2024-11-16 12:15:00+08,67255.01,19487.163,13772.73,3514.77,7957.034,0.0,4293.664,0,-13.33
2024-11-16 12:30:00+08,67359.68,19237.198,14374.65,3694.67,7980.973,0.0,4303.831,0,-12.891
2024-11-16 12:45:00+08,68104.05,19041.575,14569.58,3514.8,8003.684,0.0,4289.829,0,-3.103
2024-11-16 13:00:00+08,68316.42,19464.668,14362.59,3648.2,8028.417,0.0,4264.513,0,-3.124
2024-11-16 13:15:00+08,70008.48,19162.913,14978.89,3657.85,8005.221,0.0,4234.495,0,-3.142
2024-11-16 13:30:00+08,70046.5,20064.586,15458.26,3885.86,7990.847,0.0,4250.768,0,-3.228
2024-11-16 13:45:00+08,70103.13,20136.722,15203.85,3447.23,8015.261,0.0,4257.59,0,-8.152
2024-11-16 14:00:00+08,69773.15,20554.287,14899.6,3291.08,8009.604,0.0,4335.877,0,-3.143
2024-11-16 14:15:00+08,69931.05,21570.378,15089.82,3049.21,8035.463,0.0,4356.751,0,-3.117
2024-11-16 14:30:00+08,69762.195,21326.261,15154.76,3140.49,8083.155,0.0,4386.857,0,-3.172
2024-11-16 14:45:00+08,70353.53,21619.764,14824.41,3287.64,8055.769,0.0,4376.968,0,-3.15
2024-11-16 15:00:00+08,69990.05,21460.9,14658.9,2724.33,8066.555,0.0,4374.583,0,-3.059
2024-11-16 15:15:00+08,69636.72,21482.952,14357.7,2074.4,8065.79,0.0,4368.931,0,-3.15
2024-11-16 15:30:00+08,69874.42,20824.921,14132.01,1431.06,8036.452,0.0,4393.719,0,496.95
2024-11-16 15:45:00+08,69633.02,21421.689,14048.31,1213.44,8060.091,0.0,4400.796,0,492.103
2024-11-16 16:00:00+08,68802.266,21198.135,13886.41,741.13,8079.657,0.0,4338.951,0,324.198
2024-11-16 16:15:00+08,68920.84,22587.782,14106.58,409.45,8039.987,0.0,4291.3,0,-3.167
2024-11-16 16:30:00+08,69264.56,22295.436,14028.51,178.54,8132.993,0.0,4363.862,0,-3.196
2024-11-16 16:45:00+08,70322.58,23257.579,14069.59,27.24,8140.047,0.0,4367.37,0,-3.143
2024-11-16 17:00:00+08,70635.445,23796.845,13493.1,-13.91,8187.721,0.0,4386.882,0,-3.042
2024-11-16 17:15:00+08,71328.45,24243.35,13688.57,-13.58,8159.177,0.0,4397.026,0,-3.054
2024-11-16 17:30:00+08,71354.15,24249.946,14053.46,-10.99,8128.592,0.0,4386.118,0,-3.08
2024-11-16 17:45:00+08,70678.55,24284.968,14329.22,-10.56,8177.739,0.0,4396.818,0,-3.099
2024-11-16 18:00:00+08,69696.08,24266.052,14349.54,-10.15,8143.732,0.0,4390.926,0,-3.077
2024-11-16 18:15:00+08,68413.51,24120.623,14495.27,-10.23,8128.364,0.0,4389.888,0,-3.118
2024-11-16 18:30:00+08,67878.77,23980.066,14600.98,-9.79,8142.024,0.0,4385.053,0,-3.06
2024-11-16 18:45:00+08,67233.4,24251.147,14550.83,-9.98,8129.355,0.0,4375.472,0,-3.099
2024-11-16 19:00:00+08,66688.55,24091.588,14744.61,-10.13,8128.329,0.0,4376.88,0,-3.123
2024-11-16 19:15:00+08,66555.32,24177.261,14715.02,-9.95,8097.138,0.0,4397.558,0,-2.98
2024-11-16 19:30:00+08,66241.89,24152.022,14929.67,-10.05,8071.936,0.0,4386.295,0,-11.095
2024-11-16 19:45:00+08,65976.45,24345.28,14726.9,-10.03,8088.367,0.0,4386.897,0,-7.578
2024-11-16 20:00:00+08,65474.42,24203.034,14461.63,-10.09,8062.932,0.0,4383.798,0,-7.539
2024-11-16 20:15:00+08,65398.406,23809.058,14381.22,-10.02,8085.139,0.0,4394.817,0,-3.035
2024-11-16 20:30:00+08,65448.586,23498.154,14453.42,-9.99,8035.342,0.0,4385.615,0,-2.998
2024-11-16 20:45:00+08,65119.03,22865.696,14691.87,-10.48,8052.466,0.0,4379.797,0,-2.997
2024-11-16 21:00:00+08,64559.06,22837.921,14539.59,-10.56,8087.905,0.0,4382.875,0,-7.97
2024-11-16 21:15:00+08,65333.152,22683.559,14252.33,-10.19,8061.86,0.0,4405.428,0,-8.691
2024-11-16 21:30:00+08,64997.227,22681.787,14233.02,-10.52,8056.205,0.0,4379.096,0,-3.04
2024-11-16 21:45:00+08,64277.316,22571.605,13980.11,-10.47,8057.001,0.0,4380.588,0,-3.003
2024-11-16 22:00:00+08,63438.2,22482.404,13927.77,-10.0,8035.072,0.0,4402.183,0,-8.073
2024-11-16 22:15:00+08,62439.67,21875.08,14004.8,-9.93,8031.964,0.0,4391.207,0,-322.339
2024-11-16 22:30:00+08,61363.96,20943.875,13938.43,-10.02,8059.556,0.0,4388.316,0,-333.081
2024-11-16 22:45:00+08,60516.63,19726.746,13960.06,-9.68,8055.829,0.0,4392.65,0,-334.01
2024-11-16 23:00:00+08,59442.273,18356.328,13705.17,-9.73,8047.474,0.0,4384.803,0,-7.853
2024-11-16 23:15:00+08,58914.027,18019.747,13556.49,-9.53,8067.952,0.0,4396.772,0,-3.078
2024-11-16 23:30:00+08,58113.055,17621.577,13208.9,-9.96,8071.9,0.0,4392.543,0,-7.856
2024-11-16 23:45:00+08,57519.207,18171.675,12681.07,-9.58,8060.524,0.0,4394.972,0,-597.98
2024-11-17 00:00:00+08,56656.51,18132.554,12440.31,-9.56,8047.261,0.0,4399.665,0,-594.754
2024-11-17 00:15:00+08,56761.08,17603.906,12013.09,-9.65,8004.421,0.0,4395.829,0,-330.136
2024-11-17 00:30:00+08,56143.81,17415.25,11753.03,-9.7,8064.134,0.0,4377.797,0,-7.897
2024-11-17 00:45:00+08,56079.324,17590.42,11532.94,-9.59,8027.199,0.0,4391.854,0,-12.897
2024-11-17 01:00:00+08,55407.188,17378.264,11234.03,-9.75,8059.831,0.0,4392.005,0,-12.15
2024-11-17 01:15:00+08,55141.45,17388.624,10772.64,-9.71,8062.893,0.0,4386.628,0,-34.608
2024-11-17 01:30:00+08,54753.92,17314.38,10264.47,-9.68,8110.958,0.0,4387.616,0,-340.5
2024-11-17 01:45:00+08,54412.516,17498.386,10025.16,-9.63,8122.239,0.0,4380.776,0,-629.327
2024-11-17 02:00:00+08,54248.316,17548.814,9714.64,-9.62,8114.254,0.0,4370.781,0,-629.242
2024-11-17 02:15:00+08,54043.824,17349.545,9378.82,-9.65,8142.243,0.0,4389.905,0,-626.263
2024-11-17 02:30:00+08,53876.88,17282.174,9076.51,-9.66,8140.246,0.0,4391.731,0,-624.505
2024-11-17 02:45:00+08,53802.39,17597.728,8795.32,-9.77,8108.117,0.0,4395.626,0,-624.791
2024-11-17 03:00:00+08,53569.03,17407.602,8659.75,-9.7,8102.624,0.0,4406.374,0,-898.833
2024-11-17 03:15:00+08,53604.625,17439.432,8538.71,-9.5,8101.197,0.0,4396.486,0,-932.018
2024-11-17 03:30:00+08,53351.504,17441.604,8471.51,-9.7,8094.593,0.0,4405.965,0,-1198.502
2024-11-17 03:45:00+08,53314.6,17542.747,8550.43,-9.81,8127.903,0.0,4407.989,0,-1189.359
2024-11-17 04:00:00+08,53306.34,17511.624,8633.73,-9.56,8142.743,0.0,4414.899,0,-1184.495
2024-11-17 04:15:00+08,53612.41,17514.781,8875.09,-9.68,8102.689,0.0,4412.744,0,-1189.31
2024-11-17 04:30:00+08,53942.35,17557.754,8782.4,-9.72,8100.37,0.0,4415.764,0,-879.458
2024-11-17 04:45:00+08,53901.664,17234.338,8614.16,-9.87,8146.426,0.0,4424.337,0,-877.156
2024-11-17 05:00:00+08,54359.07,17321.478,8538.14,-9.73,8161.176,0.0,4427.727,0,-573.438
2024-11-17 05:15:00+08,55179.14,17420.915,8574.09,-9.78,8123.434,0.0,4426.995,0,-571.136
2024-11-17 05:30:00+08,55719.008,18127.498,8712.08,-9.68,8132.87,0.0,4411.438,0,-571.936
2024-11-17 05:45:00+08,56137.277,19181.086,8888.2,-9.71,8135.164,0.0,4422.517,0,-571.66
2024-11-17 06:00:00+08,56796.176,20044.265,9030.66,-9.81,8153.949,0.0,4418.689,0,-573.072
2024-11-17 06:15:00+08,57675.363,20823.679,9035.02,-9.96,8128.653,0.0,4429.82,0,-572.007
2024-11-17 06:30:00+08,58326.78,20909.52,9245.98,-9.81,8176.967,0.0,4411.446,0,-304.998
2024-11-17 06:45:00+08,59867.63,21148.114,9548.75,-7.07,8185.936,0.0,4407.986,0,-2.895
2024-11-17 07:00:00+08,60768.18,21426.115,9843.98,75.99,8161.147,0.0,4431.884,0,-280.904
2024-11-17 07:15:00+08,62418.375,21222.746,10018.0,334.57,8190.46,0.0,4427.193,0,-7.364
2024-11-17 07:30:00+08,63554.723,21913.368,10248.08,784.94,8180.997,0.0,4428.759,0,-269.706
2024-11-17 07:45:00+08,64601.523,22187.227,10518.89,1518.69,8210.981,0.0,4418.429,0,176.367
2024-11-17 08:00:00+08,64082.906,22244.717,10597.19,2335.69,8177.642,0.0,4424.151,0,-27.147
2024-11-17 08:15:00+08,64414.734,23286.125,10721.57,3411.61,8134.719,0.0,4419.352,0,-1155.977
2024-11-17 08:30:00+08,63244.7,23005.827,10838.22,4236.21,8139.141,0.0,4421.391,0,-1153.661
2024-11-17 08:45:00+08,61676.137,23667.556,10686.58,5150.66,8125.545,0.0,4404.438,0,-1965.7
2024-11-17 09:00:00+08,59735.85,24281.517,8195.79,4927.74,8145.792,0.0,4395.295,0,-1949.195
2024-11-17 09:15:00+08,57965.008,24135.164,7290.45,4743.86,8139.859,0.0,4361.278,0,-1949.954
2024-11-17 09:30:00+08,56283.188,23415.328,6758.37,5131.9,8143.25,0.0,4362.857,0,-1937.79
2024-11-17 09:45:00+08,54627.04,22519.28,5918.25,5512.78,8117.824,0.0,4381.985,0,-1945.29
2024-11-17 10:00:00+08,53491.188,22022.733,5064.79,5976.41,8114.82,0.0,4303.434,0,-1938.337
2024-11-17 10:15:00+08,54135.266,21703.373,5174.87,5611.73,8119.681,0.0,4309.414,0,-1661.779
2024-11-17 10:30:00+08,53628.78,21206.726,4744.39,4796.06,8131.955,0.0,4321.537,0,-1656.756
2024-11-17 10:45:00+08,52967.35,20566.569,4715.07,4642.63,8094.475,0.0,4328.027,0,-1649.161
2024-11-17 11:00:00+08,52867.773,20195.581,4529.12,4841.71,8114.785,0.0,4323.659,0,-1391.164
2024-11-17 11:15:00+08,53170.26,18778.354,5173.04,5247.94,8103.936,0.0,4293.94,0,-1383.391
2024-11-17 11:30:00+08,51751.78,18600.636,5272.42,5163.01,8103.47,0.0,4282.712,0,-1388.445
2024-11-17 11:45:00+08,50818.914,18510.007,4800.54,5297.78,8105.785,0.0,4237.106,0,-1381.396
2024-11-17 12:00:00+08,49517.035,17852.144,4641.52,5097.55,8062.1,0.0,4201.515,0,-1374.739
2024-11-17 12:15:00+08,49750.047,17859.795,5209.4,5475.5,8038.416,0.0,4205.546,0,-1376.184
2024-11-17 12:30:00+08,49549.51,17815.769,5004.84,5393.17,8078.254,0.0,4169.794,0,-1363.352
2024-11-17 12:45:00+08,50952.668,17877.911,4485.78,6175.45,8084.946,0.0,4193.692,0,-1365.801
2024-11-17 13:00:00+08,52431.957,17718.934,5021.27,6118.01,8032.955,0.0,4204.625,0,-1106.584
2024-11-17 13:15:00+08,54730.17,17896.728,6195.75,6391.45,8072.641,0.0,4196.92,0,-1101.126
2024-11-17 13:30:00+08,55765.53,18154.711,6343.41,6511.28,8073.777,0.0,4176.776,0,-1092.16
2024-11-17 13:45:00+08,56655.78,18550.637,6087.44,6219.13,8086.822,0.0,4183.21,0,-813.896
2024-11-17 14:00:00+08,57379.23,19068.522,5776.58,6125.5,8107.432,0.0,4256.829,0,-798.699
2024-11-17 14:15:00+08,58732.934,19545.76,5688.18,5938.27,8095.66,0.0,4279.863,0,-261.86
2024-11-17 14:30:00+08,59220.008,20278.228,5823.44,6122.38,8125.605,0.0,4269.888,0,-272.799
2024-11-17 14:45:00+08,60710.156,20265.449,5531.37,5806.1,8131.861,0.0,4314.069,0,-7.463
2024-11-17 15:00:00+08,61158.47,20687.831,5476.81,5154.78,8120.251,0.0,4309.327,0,-8.031
2024-11-17 15:15:00+08,61659.92,21391.926,5281.0,4619.51,8171.858,0.0,4331.137,0,-7.878
2024-11-17 15:30:00+08,62803.266,21231.698,5104.1,3739.59,8160.373,0.0,4295.804,0,270.123
2024-11-17 15:45:00+08,63793.59,21403.734,5086.6,2539.27,8195.129,0.0,4289.287,0,768.94
2024-11-17 16:00:00+08,64348.27,21104.222,5026.29,1731.4,8131.984,0.0,4247.862,0,1070.452
2024-11-17 16:15:00+08,65407.035,21977.015,5080.66,905.83,8166.658,0.0,4251.065,0,1168.994
2024-11-17 16:30:00+08,66873.46,21907.836,4884.57,434.4,8193.511,0.0,4358.949,0,1450.217
2024-11-17 16:45:00+08,67965.664,22553.483,4948.98,121.17,8200.037,0.0,4385.869,0,1454.704
2024-11-17 17:00:00+08,68950.71,22225.948,5044.23,-2.01,8195.273,0.0,4417.965,0,1752.259
2024-11-17 17:15:00+08,70029.84,23379.958,5111.99,-15.3,8233.309,0.0,4409.309,0,1746.789
2024-11-17 17:30:00+08,70495.93,23014.0,5319.5,-11.87,8252.494,0.0,4382.887,0,1870.171
2024-11-17 17:45:00+08,70033.83,22375.463,5527.79,-10.64,8260.583,0.0,4392.253,0,1865.778
2024-11-17 18:00:00+08,68843.414,21581.86,5893.09,-10.92,8246.764,0.0,4406.805,0,1863.908
2024-11-17 18:15:00+08,68250.71,21868.154,6224.46,-10.33,8231.336,0.0,4417.908,0,1865.193
2024-11-17 18:30:00+08,67321.71,21759.528,6585.74,-10.72,8273.044,0.0,4415.329,0,1862.871
2024-11-17 18:45:00+08,66691.12,21720.628,6892.22,-9.88,8277.932,0.0,4426.706,0,1856.309
2024-11-17 19:00:00+08,66391.82,21833.735,7046.33,-10.14,8275.755,0.0,4432.039,0,1848.887
2024-11-17 19:15:00+08,66091.82,21744.294,7279.35,-10.41,8253.007,0.0,4435.456,0,1838.168
2024-11-17 19:30:00+08,66099.19,22277.664,7357.58,-10.3,8250.468,0.0,4431.284,0,1829.474
2024-11-17 19:45:00+08,66015.32,22978.889,7567.65,-10.08,8263.224,0.0,4418.854,0,1503.235
2024-11-17 20:00:00+08,65759.56,22903.748,7702.36,-10.59,8256.233,0.0,4424.391,0,1499.59
2024-11-17 20:15:00+08,65524.67,22299.558,7938.41,-10.15,8273.328,0.0,4428.715,0,1494.739
2024-11-17 20:30:00+08,65560.57,22114.413,7881.47,-10.48,8230.308,0.0,4426.249,0,1571.616
2024-11-17 20:45:00+08,65093.76,21651.444,7951.02,-10.13,8255.25,0.0,4420.689,0,1469.367
2024-11-17 21:00:00+08,64759.61,21275.193,7924.46,-10.65,8255.539,0.0,4431.646,0,1097.208
2024-11-17 21:15:00+08,65141.54,21797.396,7827.84,-10.07,8210.046,0.0,4429.558,0,1095.705
2024-11-17 21:30:00+08,64311.21,22088.947,7677.33,-10.35,8192.253,0.0,4441.494,0,1011.046
2024-11-17 21:45:00+08,63307.066,22556.411,7612.51,-10.25,8206.238,0.0,4440.987,0,859.74
2024-11-17 22:00:00+08,62215.027,22550.035,7564.08,-10.16,8200.017,0.0,4440.642,0,501.56
2024-11-17 22:15:00+08,61489.78,22008.449,7421.1,-9.94,8199.341,0.0,4435.108,0,497.575
2024-11-17 22:30:00+08,60605.203,21129.101,7290.57,-10.08,8214.055,0.0,4438.417,0,246.713
2024-11-17 22:45:00+08,59629.207,19946.785,7119.4,-9.98,8182.553,0.0,4430.125,0,8.699
2024-11-17 23:00:00+08,58650.918,18538.17,6910.18,-10.1,8181.684,0.0,4440.783,0,267.519
2024-11-17 23:15:00+08,57973.254,17508.163,6836.4,-9.74,8187.261,0.0,4444.688,0,265.365
2024-11-17 23:30:00+08,57176.81,17559.727,6568.15,-9.93,8177.872,0.0,4455.178,0,265.993
2024-11-17 23:45:00+08,56358.176,17513.204,6288.49,-9.69,8217.5,0.0,4445.84,0,266.192
2024-11-18 00:00:00+08,55860.117,17483.733,6124.42,-9.86,8195.722,0.0,4448.136,0,188.008
2024-11-18 00:15:00+08,55751.84,17347.667,5976.67,-9.72,8186.36,0.0,4442.824,0,-3.078
2024-11-18 00:30:00+08,55250.727,17520.423,5822.57,-9.97,8185.76,0.0,4431.33,0,-3.054
2024-11-18 00:45:00+08,55200.195,17357.946,5665.94,-9.88,8194.169,0.0,4448.568,0,-2.923
2024-11-18 01:00:00+08,54691.91,17220.104,5607.5,-9.79,8221.952,0.0,4454.161,0,-7.548
2024-11-18 01:15:00+08,54406.793,17107.886,5611.43,-9.83,8234.831,0.0,4431.745,0,-291.063
2024-11-18 01:30:00+08,54004.633,17069.942,5679.73,-9.85,8256.004,0.0,4418.136,0,-600.864
2024-11-18 01:45:00+08,53962.83,17011.563,5674.31,-9.84,8221.216,0.0,4427.73,0,-889.445
2024-11-18 02:00:00+08,53693.42,17082.111,5702.6,-9.76,8206.613,0.0,4427.237,0,-890.477
2024-11-18 02:15:00+08,53380.273,17150.366,5696.52,-9.81,8250.922,0.0,4423.468,0,-888.333
2024-11-18 02:30:00+08,53198.46,17537.48,5674.56,-9.67,8232.892,0.0,4418.04,0,-882.569
2024-11-18 02:45:00+08,52966.8,17471.528,5676.82,-9.71,8248.386,0.0,4407.28,0,-882.306
2024-11-18 03:00:00+08,52827.3,17408.204,5673.92,-9.74,8219.536,0.0,4419.787,0,-882.599
2024-11-18 03:15:00+08,53034.12,17518.971,5598.62,-9.87,8208.347,0.0,4414.012,0,-880.893
2024-11-18 03:30:00+08,53018.246,17509.582,5561.26,-9.92,8210.107,0.0,4399.803,0,-879.652
2024-11-18 03:45:00+08,52765.895,17314.483,5626.7,-9.94,8236.358,0.0,4403.057,0,-874.287
2024-11-18 04:00:00+08,53120.99,17550.811,5602.73,-9.74,8178.999,0.0,4398.583,0,-608.082
2024-11-18 04:15:00+08,53381.926,17546.069,5577.52,-9.84,8201.509,0.0,4409.84,0,-605.885
2024-11-18 04:30:00+08,53597.25,17326.509,5532.0,-9.82,8166.577,0.0,4402.008,0,-298.884
2024-11-18 04:45:00+08,53997.918,17329.748,5471.2,-9.62,8176.041,0.0,4408.291,0,-304.498
2024-11-18 05:00:00+08,54551.844,17572.518,5458.77,-9.7,8153.833,0.0,4411.89,0,-302.605
2024-11-18 05:15:00+08,55677.836,17439.077,5624.48,-9.79,8167.821,0.0,4406.213,0,-3.07
2024-11-18 05:30:00+08,56589.133,18378.623,5745.9,-9.72,8112.537,0.0,4404.632,0,-2.968
2024-11-18 05:45:00+08,57713.594,19271.494,5962.06,-9.67,8153.538,0.0,4392.237,0,-2.997
2024-11-18 06:00:00+08,59076.098,20318.871,6065.58,-9.95,8142.219,0.0,4406.549,0,-2.903
2024-11-18 06:15:00+08,60824.645,20904.166,6161.34,-9.92,8182.716,0.0,4397.788,0,-2.912
2024-11-18 06:30:00+08,62227.27,20990.194,6221.41,-9.84,8218.274,0.0,4402.489,0,178.636
2024-11-18 06:45:00+08,63768.91,21227.615,6116.71,4.64,8217.282,0.0,4388.993,0,455.919
2024-11-18 07:00:00+08,64790.03,21101.392,6312.31,150.02,8233.878,0.0,4398.255,0,837.643
2024-11-18 07:15:00+08,65666.79,21568.559,6360.49,513.75,8240.655,0.0,4386.544,0,842.126
2024-11-18 07:30:00+08,65826.03,21729.718,6461.15,1235.88,8231.906,0.0,4381.434,0,835.997
2024-11-18 07:45:00+08,66320.195,22264.537,6771.49,2064.94,8226.613,0.0,4380.815,0,837.714
2024-11-18 08:00:00+08,66146.195,22802.955,6896.3,3051.22,8247.318,0.0,4375.902,0,147.651
2024-11-18 08:15:00+08,66399.76,23428.043,6727.49,4151.54,8204.578,0.0,4365.73,0,147.706
2024-11-18 08:30:00+08,65762.94,23663.145,6722.11,4948.89,8187.372,0.0,4365.893,0,-2.957
2024-11-18 08:45:00+08,64494.86,23647.289,6891.96,5794.16,8153.785,0.0,4342.798,0,-3.014
2024-11-18 09:00:00+08,63884.723,24025.337,7149.16,6095.68,8170.704,0.0,4297.464,0,-585.533
2024-11-18 09:15:00+08,63068.88,24388.976,7289.04,7023.46,8207.566,0.0,4270.239,0,-1945.762
2024-11-18 09:30:00+08,62410.273,23656.63,7595.11,7396.24,8187.875,0.0,4240.006,0,-1983.449
2024-11-18 09:45:00+08,61747.72,23807.272,7686.51,6789.94,8136.563,0.0,4238.626,0,-1980.893
2024-11-18 10:00:00+08,61605.16,23277.296,7781.37,6703.26,8156.078,0.0,4257.392,0,-1970.662
2024-11-18 10:15:00+08,62612.312,23137.78,7780.05,6529.44,8150.225,0.0,4263.531,0,-1409.318
2024-11-18 10:30:00+08,62754.14,22336.148,7695.99,6285.16,8131.916,0.0,4211.465,0,-1412.606
2024-11-18 10:45:00+08,62622.41,21600.191,7612.65,6926.22,8194.672,0.0,4231.3,0,-1404.542
2024-11-18 11:00:00+08,62784.188,21172.446,7983.79,7796.11,8150.317,0.0,4218.973,0,-1401.661
2024-11-18 11:15:00+08,63087.99,19996.875,7964.73,7861.62,8109.065,0.0,4172.975,0,-1409.429
2024-11-18 11:30:00+08,61851.117,19377.483,8018.73,8435.3,8121.832,0.0,4151.759,0,-1399.339
2024-11-18 11:45:00+08,60725.19,19233.517,8115.43,8212.19,8133.399,0.0,4084.78,0,-1948.261
2024-11-18 12:00:00+08,58933.5,18229.242,8221.34,8082.36,8148.482,0.0,4086.552,0,-1947.445
2024-11-18 12:15:00+08,58535.082,19284.449,7098.48,7051.14,8140.487,0.0,4103.941,0,-1928.649
2024-11-18 12:30:00+08,58571.957,18975.977,7399.17,6704.66,8114.385,0.0,4116.727,0,-1933.103
2024-11-18 12:45:00+08,60041.85,18922.976,7261.13,6721.3,8154.735,0.0,4044.802,0,-1633.041
2024-11-18 13:00:00+08,61093.777,19053.052,6964.63,6957.58,8180.177,0.0,4003.071,0,-1626.112
2024-11-18 13:15:00+08,63283.86,18818.874,6890.78,7132.65,8164.437,0.0,3976.682,0,-1082.72
2024-11-18 13:30:00+08,64430.93,19291.612,6822.62,6901.81,8173.78,0.0,3986.826,0,-1077.85
2024-11-18 13:45:00+08,65446.63,19800.767,6553.64,6276.6,8217.427,0.0,3950.903,0,-821.194
2024-11-18 14:00:00+08,66360.11,20467.673,6323.89,5526.19,8235.723,0.0,3986.181,0,-293.706
2024-11-18 14:15:00+08,66993.14,20859.332,6041.63,5154.25,8244.233,0.0,3992.292,0,-291.97
2024-11-18 14:30:00+08,67814.086,21276.807,5910.92,4424.04,8230.241,0.0,3998.817,0,-3.004
2024-11-18 14:45:00+08,68814.305,21508.879,5844.22,3710.09,8269.22,0.0,4128.407,0,-3.054
2024-11-18 15:00:00+08,69376.66,21825.571,5673.84,3366.55,8211.238,0.0,4198.301,0,-2.911
2024-11-18 15:15:00+08,70000.87,21934.472,5519.9,2741.37,8236.117,0.0,4191.845,0,-3.09
2024-11-18 15:30:00+08,70863.44,22183.827,5415.04,2085.37,8217.264,0.0,4181.022,0,-3.074
2024-11-18 15:45:00+08,71169.49,21977.081,5357.3,1442.02,8241.782,0.0,4157.111,0,-2.964
2024-11-18 16:00:00+08,70552.34,21607.063,5243.21,985.46,8258.632,0.0,4185.611,0,248.067
2024-11-18 16:15:00+08,71296.36,22526.935,5181.13,569.14,8225.797,0.0,4128.329,0,429.864
2024-11-18 16:30:00+08,72080.38,23274.355,5089.67,269.98,8306.019,0.0,4203.099,0,426.388
2024-11-18 16:45:00+08,72708.75,23152.012,5027.54,43.93,8333.101,0.0,4198.784,0,575.128
2024-11-18 17:00:00+08,73148.234,23793.592,4764.86,-12.49,8366.72,0.0,4224.104,0,609.886
2024-11-18 17:15:00+08,73822.02,24660.842,4744.79,-14.62,8351.629,0.0,4217.252,0,846.851
2024-11-18 17:30:00+08,73771.22,24710.612,4526.15,-11.19,8350.666,0.0,4228.218,0,846.864
2024-11-18 17:45:00+08,73029.664,24372.137,4476.19,-10.51,8390.346,0.0,4251.561,0,844.572
2024-11-18 18:00:00+08,72105.08,24623.581,4352.82,-10.3,8378.792,0.0,4232.81,0,844.226
2024-11-18 18:15:00+08,71043.35,24321.097,4267.8,-10.24,8387.953,0.0,4214.702,0,845.531
2024-11-18 18:30:00+08,70211.086,24630.165,4081.59,-10.53,8399.898,0.0,4207.531,0,845.599
2024-11-18 18:45:00+08,69152.34,24572.137,4096.01,-10.04,8414.559,0.0,4235.615,0,845.597
2024-11-18 19:00:00+08,68831.59,24590.303,3974.52,-10.17,8386.549,0.0,4239.695,0,843.767
2024-11-18 19:15:00+08,68926.1,24723.126,3963.31,-10.32,8344.886,0.0,4237.848,0,845.781
2024-11-18 19:30:00+08,68403.06,24613.211,3990.58,-10.11,8393.747,0.0,4241.147,0,844.761
2024-11-18 19:45:00+08,68139.73,24677.065,3991.71,-10.12,8368.031,0.0,4222.09,0,844.924
2024-11-18 20:00:00+08,67518.58,24421.914,3935.15,-10.21,8345.236,0.0,4208.498,0,844.123
2024-11-18 20:15:00+08,67424.61,24281.359,3878.3,-10.47,8337.101,0.0,4225.475,0,846.898
2024-11-18 20:30:00+08,67402.84,23877.982,3744.38,-10.42,8319.569,0.0,4229.674,0,845.268
2024-11-18 20:45:00+08,66860.59,23527.068,3426.5,-10.25,8305.57,0.0,4238.567,0,593.955
2024-11-18 21:00:00+08,66425.625,22893.318,3270.06,-10.38,8272.09,0.0,4245.852,0,594.281
2024-11-18 21:15:00+08,66796.49,23014.429,3246.75,-10.19,8298.659,0.0,4242.279,0,594.982
2024-11-18 21:30:00+08,66339.99,22964.956,3188.22,-10.23,8288.81,0.0,4260.901,0,593.932
2024-11-18 21:45:00+08,65245.535,22729.33,2986.73,-10.28,8354.402,0.0,4277.214,0,539.428
2024-11-18 22:00:00+08,64354.125,22968.053,2815.03,-10.2,8328.663,0.0,4270.584,0,537.035
2024-11-18 22:15:00+08,63528.918,22501.788,2677.1,-10.15,8322.493,0.0,4263.564,0,535.486
2024-11-18 22:30:00+08,62458.777,21047.117,2559.7,-10.09,8331.899,0.0,4271.161,0,266.418
2024-11-18 22:45:00+08,61609.457,19707.501,2538.92,-10.01,8347.778,0.0,4283.905,0,-3.225
2024-11-18 23:00:00+08,60256.684,18265.914,2417.02,-9.8,8369.814,0.0,4288.686,0,-3.227
2024-11-18 23:15:00+08,59795.79,17360.811,2378.32,-9.58,8356.044,0.0,4268.495,0,-3.324
2024-11-18 23:30:00+08,59071.18,17541.638,2301.9,-9.73,8327.484,0.0,4275.277,0,-3.155
2024-11-18 23:45:00+08,58317.87,17557.592,2219.76,-9.93,8345.191,0.0,4286.43,0,-3.278
2024-11-19 00:00:00+08,57867.312,17722.206,2206.36,-9.8,8297.289,0.0,4198.196,0,-3.222
2024-11-19 00:15:00+08,57631.242,18749.284,2126.66,-9.7,8307.781,0.0,4195.07,0,-3.206
2024-11-19 00:30:00+08,57245.543,18564.234,2060.03,-9.73,8364.716,0.0,4195.954,0,-3.345
2024-11-19 00:45:00+08,56859.77,18512.436,2043.01,-9.8,8351.183,0.0,4191.331,0,-3.165
2024-11-19 01:00:00+08,56518.71,18436.029,2044.68,-9.8,8347.008,0.0,4189.579,0,-7.644
