时间,直调负荷(MW),联络线受电负荷(MW),风电总加(MW),光伏总加(MW),地方电厂发电总加(MW),非市场化核电总加(MW),自备机组总加(MW),试验机组总加(MW),抽蓄(MW)
2024-01-28 22:30:00+08,64578.102,19234.11,4926.05,-9.32,8524.791,101.346,4636.816,0,0.797
2024-01-28 22:45:00+08,63365.371,17493.265,5059.96,-9.21,8512.323,101.308,4640.875,0,0.721
2024-01-28 23:00:00+08,61876.973,16186.653,5168.97,-9.26,8537.594,101.422,4625.253,0,0.76
2024-01-28 23:15:00+08,60815.039,14993.082,5178.4,-9.1,8515.325,101.08,4635.844,0,0.745
2024-01-28 23:30:00+08,60093.484,15221.213,5142.44,-9.2,8486.5,101.156,4627.09,0,0.786
2024-01-28 23:45:00+08,58910.906,15274.827,5054.19,-9.13,8505.08,101.194,4621.693,0,0.766
2024-01-29 00:00:00+08,58385.672,15312.603,4977.75,-9.3,8487.253,101.118,4618.806,0,0.742
2024-01-29 00:15:00+08,57617.703,15398.846,4882.57,-8.96,8448.235,100.434,4594.158,0,0.752
2024-01-29 00:30:00+08,56945.016,15160.432,4816.83,-8.91,8483.722,99.027,4585.575,0,0.827
2024-01-29 00:45:00+08,56670.219,15287.86,4820.59,-9.0,8505.286,98.875,4576.236,0,0.813
2024-01-29 01:00:00+08,56412.176,14965.566,4757.85,-9.01,8525.274,100.548,4590.889,0,0.811
2024-01-29 01:15:00+08,55874.027,15087.436,4749.16,-8.98,8564.754,99.673,4587.565,0,0.754
2024-01-29 01:30:00+08,55508.563,15079.035,4800.25,-9.2,8534.323,99.255,4580.195,0,0.884
2024-01-29 01:45:00+08,55013.043,15269.072,4805.34,-9.02,8535.737,99.483,4584.621,0,0.801
2024-01-29 02:00:00+08,55028.547,15290.677,4731.83,-9.09,8528.226,99.787,4590.764,0,0.807
2024-01-29 02:15:00+08,54783.492,15226.15,4753.74,-8.94,8537.189,99.749,4589.519,0,0.888
2024-01-29 02:30:00+08,54452.223,15280.85,4613.95,-8.94,8541.948,99.597,4600.235,0,0.781
2024-01-29 02:45:00+08,54448.219,15200.294,4406.06,-9.18,8551.325,98.609,4584.54,0,0.768
2024-01-29 03:00:00+08,54290.359,15180.981,4331.57,-8.92,8581.545,97.202,4598.921,0,0.746
2024-01-29 03:15:00+08,54055.613,15160.054,4253.65,-9.06,8583.465,97.887,4591.51,0,0.781
2024-01-29 03:30:00+08,53981.34,15205.324,4083.6,-9.04,8541.365,97.773,4571.384,0,0.856
2024-01-29 03:45:00+08,53727.32,15330.808,3952.91,-9.03,8573.52,97.012,4578.949,0,0.733
2024-01-29 04:00:00+08,54045.184,15232.169,3704.63,-9.12,8560.845,96.138,4570.435,0,0.867
2024-01-29 04:15:00+08,54053.293,15219.601,3540.84,-8.98,8548.368,95.606,4572.711,0,0.863
2024-01-29 04:30:00+08,54306.039,15081.762,3422.33,-8.97,8493.862,94.693,4567.547,0,0.758
2024-01-29 04:45:00+08,54657.969,15320.865,3312.43,-9.21,8534.42,94.846,4562.78,0,0.756
2024-01-29 05:00:00+08,54988.199,15301.473,3231.35,-8.89,8550.347,94.693,4570.369,0,0.731
2024-01-29 05:15:00+08,55726.316,15399.131,3235.15,-9.08,8557.827,94.846,4572.252,0,0.813
2024-01-29 05:30:00+08,56165.203,16257.384,3124.87,-8.95,8570.838,94.579,4562.031,0,0.735
2024-01-29 05:45:00+08,57128.203,17551.245,3044.54,-8.9,8522.74,94.085,4573.354,0,0.798
2024-01-29 06:00:00+08,57641.672,18553.155,3065.84,-9.24,8546.858,93.743,4563.721,0,0.875
2024-01-29 06:15:00+08,58878.758,19558.109,3085.53,-8.98,8577.835,93.211,4563.372,0,0.851
2024-01-29 06:30:00+08,59888.699,19843.203,3197.3,-9.32,8578.818,93.059,4566.115,0,0.72
2024-01-29 06:45:00+08,61325.113,19917.676,3486.55,-8.9,8548.377,93.135,4550.662,0,0.718
2024-01-29 07:00:00+08,62659.98,20011.755,3724.22,-8.74,8576.333,92.565,4536.18,0,0.813
2024-01-29 07:15:00+08,64842.945,19935.891,3941.62,17.87,8560.415,92.337,4588.174,0,0.78
2024-01-29 07:30:00+08,67159.977,20529.396,4175.6,213.67,8556.602,92.679,4577.439,0,0.756
2024-01-29 07:45:00+08,69499.5,20683.239,4439.08,550.91,8573.783,92.299,4547.912,0,0.781
2024-01-29 08:00:00+08,71166.414,21096.191,4587.32,1065.88,8585.402,91.766,4543.977,0,0.731
2024-01-29 08:15:00+08,72821.781,21811.804,4592.13,1700.7,8598.025,91.804,4569.534,0,151.181
2024-01-29 08:30:00+08,72982.617,21890.03,4548.89,2526.86,8582.549,91.12,4557.652,0,150.666
2024-01-29 08:45:00+08,72411.367,22088.072,4630.63,3342.66,8525.33,91.12,4541.128,0,0.794
2024-01-29 09:00:00+08,71421.742,22398.167,4597.37,3991.75,8567.807,90.474,4479.451,0,0.839
2024-01-29 09:15:00+08,70117.297,22897.388,4507.09,4596.42,8555.901,90.474,4494.195,0,-9.705
2024-01-29 09:30:00+08,68762.375,22222.44,4307.67,5142.04,8559.062,89.371,4486.537,0,-10.245
2024-01-29 09:45:00+08,67202.016,21556.712,4235.28,5684.26,8560.346,88.611,4522.137,0,-10.292
2024-01-29 10:00:00+08,66041.289,20793.151,4139.0,6034.43,8522.72,88.725,4529.43,0,-9.702
2024-01-29 10:15:00+08,65660.641,20204.499,3867.41,6706.75,8513.863,88.611,4479.17,0,0.824
2024-01-29 10:30:00+08,65084.516,19364.576,3546.29,6987.4,8458.681,88.155,4478.211,0,0.743
2024-01-29 10:45:00+08,63952.563,18318.388,3161.47,7232.02,8453.737,87.281,4462.737,0,0.789
2024-01-29 11:00:00+08,63285.063,17504.944,2982.23,7686.66,8426.709,87.661,4426.648,0,0.774
2024-01-29 11:15:00+08,62400.633,15748.685,2877.41,8082.21,8399.205,86.254,4427.882,0,254.901
2024-01-29 11:30:00+08,60247.836,15480.787,2916.1,8146.37,8375.234,86.14,4428.1,0,-4.404
2024-01-29 11:45:00+08,58490.746,15631.236,2910.38,8342.3,8411.098,85.836,4434.416,0,-581.418
2024-01-29 12:00:00+08,56484.121,15492.68,3068.85,8654.97,8450.089,86.102,4443.798,0,-1433.191
2024-01-29 12:15:00+08,55568.734,15430.898,3145.63,8728.46,8434.971,86.482,4459.358,0,-1423.69
2024-01-29 12:30:00+08,55251.953,15523.264,3280.41,8643.96,8434.982,86.216,4466.206,0,-1421.356
2024-01-29 12:45:00+08,55700.676,15760.997,3449.71,8691.86,8418.991,86.672,4488.84,0,-1421.626
2024-01-29 13:00:00+08,55699.18,15700.808,3552.5,8549.51,8429.399,85.988,4520.199,0,-1420.605
2024-01-29 13:15:00+08,56538.059,16164.633,3674.09,8125.45,8420.488,85.874,4526.473,0,-1979.995
2024-01-29 13:30:00+08,56714.43,16877.853,3851.86,8172.06,8456.893,84.544,4522.641,0,-1972.454
2024-01-29 13:45:00+08,56756.402,17135.105,3946.27,8199.34,8500.977,84.316,4527.345,0,-1962.107
2024-01-29 14:00:00+08,57330.145,17914.113,4101.14,7936.0,8485.433,84.392,4540.207,0,-1953.394
2024-01-29 14:15:00+08,57808.766,19430.447,4234.42,7633.17,8484.925,84.506,4533.745,0,-2243.364
2024-01-29 14:30:00+08,58945.754,20303.204,4329.85,6937.5,8474.827,84.848,4572.991,0,-2247.975
2024-01-29 14:45:00+08,59815.836,20595.945,4723.06,6296.65,8483.24,82.491,4579.879,0,-2238.834
2024-01-29 15:00:00+08,60813.602,21264.86,4895.02,5638.61,8505.166,82.833,4630.514,0,-1703.662
2024-01-29 15:15:00+08,62081.145,21493.383,5010.92,4967.57,8483.027,83.137,4644.804,0,-1444.455
2024-01-29 15:30:00+08,63602.047,20930.271,5301.33,4263.3,8586.726,82.719,4698.626,0,-1170.297
2024-01-29 15:45:00+08,64579.461,21254.395,5577.85,3495.09,8609.918,82.985,4726.423,0,-1170.719
2024-01-29 16:00:00+08,65569.555,20555.867,5627.82,2755.29,8674.897,82.415,4742.218,0,-869.749
2024-01-29 16:15:00+08,66543.117,21086.489,5518.05,2027.77,8719.649,81.426,4780.359,0,-864.89
2024-01-29 16:30:00+08,67942.383,21541.967,5512.24,1362.52,8729.333,81.579,4809.772,0,-576.717
2024-01-29 16:45:00+08,69377.836,21883.218,5797.39,807.37,8720.667,82.263,4813.273,0,-289.63
2024-01-29 17:00:00+08,70176.891,22470.212,6232.32,399.06,8752.369,82.339,4824.005,0,0.809
2024-01-29 17:15:00+08,71154.258,22968.361,6429.56,124.32,8726.81,81.084,4825.747,0,211.125
2024-01-29 17:30:00+08,72371.0,23036.967,6668.5,4.2,8754.067,80.438,4828.604,0,552.445
2024-01-29 17:45:00+08,73472.977,23004.39,6970.73,-13.77,8758.279,80.552,4832.24,0,550.6
2024-01-29 18:00:00+08,73732.008,22951.866,7218.8,-10.25,8746.377,79.222,4846.465,0,876.615
2024-01-29 18:15:00+08,73652.539,22610.241,7650.65,-9.71,8773.429,77.891,4846.516,0,1061.901
2024-01-29 18:30:00+08,73137.258,22844.937,8042.04,-9.26,8791.171,78.119,4832.859,0,1058.265
2024-01-29 18:45:00+08,72342.18,22966.684,8484.29,-9.05,8770.168,77.853,4850.036,0,1055.105
2024-01-29 19:00:00+08,71851.414,22740.014,8773.68,-9.23,8743.979,77.321,4840.517,0,1054.207
2024-01-29 19:15:00+08,71726.336,22782.26,8962.56,-9.2,8686.036,77.055,4858.988,0,1199.567
2024-01-29 19:30:00+08,71428.281,22419.7,9275.12,-9.21,8689.165,77.055,4856.51,0,988.917
2024-01-29 19:45:00+08,71574.5,20836.256,9464.9,-9.3,8704.127,77.207,4865.667,0,2200.295
2024-01-29 20:00:00+08,71161.875,19868.049,9591.08,-9.12,8720.793,77.283,4855.971,0,2191.774
2024-01-29 20:15:00+08,71129.773,18626.798,9769.65,-9.33,8690.233,77.283,4859.016,0,1718.607
2024-01-29 20:30:00+08,70855.367,17443.424,9864.11,-9.79,8669.254,77.359,4857.732,0,1175.436
2024-01-29 20:45:00+08,70414.383,17285.848,9871.37,-9.17,8670.334,77.929,4856.42,0,513.29
2024-01-29 21:00:00+08,69713.914,16675.472,9887.06,-9.2,8703.502,75.268,4849.524,0,515.709
2024-01-29 21:15:00+08,69384.672,16983.284,9966.63,-9.23,8701.132,75.154,4860.833,0,151.272
2024-01-29 21:30:00+08,68512.016,17234.92,10126.84,-9.51,8698.474,60.709,4848.535,0,0.78
2024-01-29 21:45:00+08,67271.242,17314.689,10247.11,-9.37,8696.452,49.076,4844.937,0,0.799
2024-01-29 22:00:00+08,66090.492,17357.522,10425.58,-9.28,8722.106,49.571,4830.657,0,0.766
2024-01-29 22:15:00+08,64975.066,17698.399,10638.85,-9.24,8723.314,49.571,4832.0,0,0.834
2024-01-29 22:30:00+08,63948.758,17092.224,10700.94,-9.33,8711.329,43.184,4841.334,0,0.808
2024-01-29 22:45:00+08,63057.313,16611.765,10626.27,-9.45,8691.015,40.751,4843.502,0,0.806
2024-01-29 23:00:00+08,61681.625,15678.168,10601.84,-9.11,8720.12,40.675,4827.011,0,0.826
2024-01-29 23:15:00+08,60713.57,15268.889,10479.88,-9.14,8720.795,41.207,4830.035,0,0.894
2024-01-29 23:30:00+08,59386.941,15448.825,10397.09,-9.25,8701.819,40.751,4828.878,0,0.791
2024-01-29 23:45:00+08,58603.641,15384.384,10146.42,-9.37,8688.643,41.169,4845.15,0,0.776
2024-01-30 00:00:00+08,57841.805,15406.826,9881.33,-9.31,8708.599,40.827,4853.881,0,0.862
2024-01-30 00:15:00+08,57313.402,14695.272,9691.83,-8.89,8627.49,40.903,4858.587,0,-4.349
2024-01-30 00:30:00+08,56979.195,14870.97,9475.99,-9.02,8635.607,40.637,4868.206,0,-5.221
2024-01-30 00:45:00+08,56423.23,14901.292,9377.26,-8.81,8631.052,40.599,4867.161,0,-5.12
2024-01-30 01:00:00+08,55921.461,14871.067,9260.5,-9.09,8638.366,40.675,4859.415,0,-302.879
2024-01-30 01:15:00+08,55709.645,14770.647,9210.59,-8.97,8620.55,40.371,4875.712,0,-303.394
2024-01-30 01:30:00+08,55527.508,14893.042,9083.86,-9.06,8647.053,40.675,4892.441,0,-303.245
2024-01-30 01:45:00+08,55392.84,14749.106,8921.6,-9.2,8659.826,40.295,4887.117,0,-308.039
2024-01-30 02:00:00+08,55001.691,15104.297,8849.51,-9.07,8612.45,40.675,4726.701,0,-569.862
2024-01-30 02:15:00+08,54795.031,14826.113,8808.05,-9.0,8621.063,40.637,4725.801,0,-567.653
2024-01-30 02:30:00+08,54347.188,14783.628,8840.33,-8.94,8631.873,40.561,4740.48,0,-568.257
2024-01-30 02:45:00+08,54239.715,14800.888,8869.09,-8.93,8667.714,40.789,4729.329,0,-566.344
2024-01-30 03:00:00+08,54140.867,14937.481,8787.28,-8.86,8622.366,40.599,4740.327,0,-873.4
2024-01-30 03:15:00+08,53853.309,14625.138,8824.7,-9.01,8603.46,40.751,4767.665,0,-864.574
2024-01-30 03:30:00+08,54097.922,15049.122,8821.62,-9.08,8586.188,40.257,4765.841,0,-880.588
2024-01-30 03:45:00+08,54035.547,14988.011,8692.91,-9.0,8566.958,40.789,4782.741,0,-1128.504
2024-01-30 04:00:00+08,53929.742,14870.538,8530.73,-9.09,8570.372,40.713,4774.883,0,-1127.991
2024-01-30 04:15:00+08,54266.398,14997.142,8384.48,-8.93,8583.022,40.561,4757.34,0,-1423.036
2024-01-30 04:30:00+08,53903.809,14875.113,8254.07,-8.97,8609.838,40.865,4758.108,0,-1414.806
2024-01-30 04:45:00+08,54537.48,14736.545,8168.8,-8.87,8609.069,40.941,4762.977,0,-1409.508
2024-01-30 05:00:00+08,54567.836,14685.796,8019.66,-8.95,8644.103,40.447,4754.406,0,-1399.138
2024-01-30 05:15:00+08,55349.738,15004.128,8062.32,-9.04,8675.908,40.561,4770.654,0,-1404.49
2024-01-30 05:30:00+08,55694.77,15953.544,8142.08,-8.95,8658.005,40.371,4768.126,0,-1397.532
2024-01-30 05:45:00+08,56398.102,16981.439,8115.05,-9.06,8671.168,40.295,4760.417,0,-1396.147
2024-01-30 06:00:00+08,57249.977,17815.105,8245.3,-9.19,8654.453,40.637,4763.419,0,-1388.418
2024-01-30 06:15:00+08,58220.734,18198.817,8429.77,-9.01,8659.768,40.523,4771.727,0,-1104.245
2024-01-30 06:30:00+08,59426.504,18119.342,8533.36,-9.11,8643.986,40.751,4773.406,0,-1100.134
2024-01-30 06:45:00+08,60529.348,18058.873,8572.37,-9.02,8650.652,40.105,4792.27,0,-1093.835
2024-01-30 07:00:00+08,61409.039,17977.627,8494.1,-9.22,8673.622,40.675,4804.701,0,-1094.958
2024-01-30 07:15:00+08,63841.426,18887.108,8496.56,6.71,8676.026,40.941,4809.232,0,-1095.971
2024-01-30 07:30:00+08,66065.195,18891.665,8501.22,164.82,8703.823,41.207,4830.945,0,-1085.882
2024-01-30 07:45:00+08,68320.984,19158.943,8439.72,441.42,8662.266,40.561,4795.526,0,-544.641
2024-01-30 08:00:00+08,70243.383,19827.774,8339.33,723.19,8625.352,40.105,4806.822,0,-543.797
2024-01-30 08:15:00+08,71999.852,20261.285,8198.45,1111.73,8632.907,40.029,4793.761,0,0.821
2024-01-30 08:30:00+08,72884.43,20558.491,8157.27,1345.71,8627.377,40.675,4806.513,0,0.71
2024-01-30 08:45:00+08,73022.492,20546.252,7988.72,1647.52,8643.195,40.713,4791.409,0,485.147
2024-01-30 09:00:00+08,72822.961,19996.533,7631.44,2066.15,8657.194,41.321,4804.295,0,815.136
2024-01-30 09:15:00+08,72562.328,20924.635,7131.8,2762.98,8635.101,40.409,4803.162,0,808.786
2024-01-30 09:30:00+08,71807.352,21162.491,6801.11,2891.98,8646.993,41.321,4837.786,0,702.852
2024-01-30 09:45:00+08,71840.672,21018.034,6567.11,3389.77,8637.627,40.751,4798.141,0,703.991
2024-01-30 10:00:00+08,71319.023,20377.599,6392.65,3682.22,8634.652,40.523,4763.959,0,799.379
2024-01-30 10:15:00+08,71700.852,19979.003,6205.97,4034.11,8679.47,40.865,4762.218,0,662.688
2024-01-30 10:30:00+08,71471.531,18621.248,6093.27,3991.14,8684.281,40.675,4737.651,0,659.076
2024-01-30 10:45:00+08,71139.516,17868.426,6171.33,4590.85,8654.019,40.637,4718.704,0,655.853
2024-01-30 11:00:00+08,70930.016,16847.244,6117.49,4792.35,8652.645,40.599,4739.561,0,660.588
2024-01-30 11:15:00+08,70612.492,15494.764,5987.57,4728.01,8652.998,40.979,4723.039,0,775.27
2024-01-30 11:30:00+08,69892.211,15293.182,5869.9,4865.94,8609.237,40.751,4679.883,0,655.547
2024-01-30 11:45:00+08,69154.344,14657.831,5798.85,4915.26,8676.262,40.637,4657.894,0,1109.768
2024-01-30 12:00:00+08,68202.359,14429.425,5687.97,4904.55,8636.207,40.637,4655.899,0,1439.116
2024-01-30 12:15:00+08,67799.586,14196.046,5718.71,4908.89,8646.218,40.637,4657.605,0,506.999
2024-01-30 12:30:00+08,68071.82,14232.893,5654.59,4499.44,8603.7,40.561,4604.964,0,733.89
2024-01-30 12:45:00+08,68919.063,13843.15,5712.26,4248.95,8650.762,40.181,4592.54,0,427.411
2024-01-30 13:00:00+08,70206.453,14167.705,5552.37,4451.46,8618.495,41.321,4597.902,0,0.797
2024-01-30 13:15:00+08,71487.711,14261.06,5499.85,3776.28,8601.24,40.751,4615.944,0,-5.678
2024-01-30 13:30:00+08,72020.031,14890.71,5410.86,3106.69,8639.191,40.903,4624.684,0,-534.034
2024-01-30 13:45:00+08,72500.031,15282.843,5371.81,2400.73,8633.181,40.295,4647.521,0,-12.517
2024-01-30 14:00:00+08,72435.586,15933.526,5377.71,2031.64,8663.657,40.333,4673.701,0,-557.124
2024-01-30 14:15:00+08,72611.711,17535.696,5362.5,1730.71,8684.172,40.523,4716.667,0,-560.303
2024-01-30 14:30:00+08,72910.641,18644.721,5086.39,1610.19,8685.592,40.485,4739.276,0,-1103.73
2024-01-30 14:45:00+08,72851.375,18239.358,4810.52,1328.58,8731.768,40.181,4760.264,0,-1107.289
2024-01-30 15:00:00+08,72964.531,18599.41,4701.96,1219.29,8733.39,40.637,4768.156,0,-1109.885
2024-01-30 15:15:00+08,73087.781,18493.215,4478.83,1128.64,8760.642,40.637,4778.473,0,-1103.806
2024-01-30 15:30:00+08,72828.211,18494.521,4283.71,1022.77,8750.285,40.523,4773.882,0,-1107.043
2024-01-30 15:45:00+08,72630.609,18645.788,3974.62,837.88,8745.917,41.436,4771.027,0,-1097.216
2024-01-30 16:00:00+08,72090.086,18618.645,3811.66,686.1,8744.5,40.751,4777.948,0,-1102.421
2024-01-30 16:15:00+08,71801.414,18920.647,3698.32,558.36,8736.766,40.485,4768.075,0,-1097.822
2024-01-30 16:30:00+08,72196.102,19848.595,3631.89,421.57,8768.027,40.865,4783.791,0,-1095.224
2024-01-30 16:45:00+08,72287.664,19867.644,3532.8,303.03,8823.249,40.637,4783.988,0,-805.693
2024-01-30 17:00:00+08,72170.742,20696.012,3445.36,159.12,8897.178,40.219,4799.875,0,-807.714
2024-01-30 17:15:00+08,72386.617,20517.673,3632.19,54.8,8909.553,41.131,4821.104,0,-804.286
2024-01-30 17:30:00+08,73602.719,20534.106,3818.52,-3.51,8866.383,40.561,4817.457,0,-544.983
2024-01-30 17:45:00+08,74160.406,19830.364,4035.46,-12.13,8901.218,40.789,4810.471,0,-542.218
2024-01-30 18:00:00+08,73885.102,19367.829,4237.22,-10.67,8950.251,40.219,4803.688,0,0.825
2024-01-30 18:15:00+08,73733.617,20698.095,4370.99,-9.69,8942.186,40.447,4813.61,0,0.784
2024-01-30 18:30:00+08,73270.031,20657.105,4307.34,-9.38,8926.41,40.751,4819.872,0,0.851
2024-01-30 18:45:00+08,72469.883,20837.505,4346.88,-9.23,8880.478,40.827,4822.139,0,179.752
2024-01-30 19:00:00+08,71833.578,20513.294,4348.36,-9.2,8853.694,40.865,4819.188,0,450.872
2024-01-30 19:15:00+08,71840.188,20400.137,4413.75,-9.19,8801.259,40.219,4820.064,0,1007.18
2024-01-30 19:30:00+08,71474.727,20617.698,4349.14,-9.21,8810.52,41.245,4823.504,0,1289.317
2024-01-30 19:45:00+08,71472.656,20691.982,4386.39,-9.16,8813.769,40.637,4842.129,0,1409.733
2024-01-30 20:00:00+08,71089.82,20692.648,4402.75,-9.17,8816.965,41.131,4832.307,0,1642.235
2024-01-30 20:15:00+08,70918.586,20108.337,4188.58,-9.22,8823.283,40.827,4826.546,0,1845.292
2024-01-30 20:30:00+08,70452.492,19992.971,4004.72,-9.22,8799.882,40.941,4825.741,0,2094.657
2024-01-30 20:45:00+08,69632.523,20041.974,4292.57,-9.19,8803.321,40.789,4827.804,0,2194.896
2024-01-30 21:00:00+08,69091.602,19855.53,4165.1,-9.2,8799.433,40.979,4827.112,0,1990.294
2024-01-30 21:15:00+08,69008.828,19784.741,3859.27,-9.23,8778.774,40.333,4812.025,0,1992.805
2024-01-30 21:30:00+08,68305.695,19766.958,4078.47,-9.28,8772.149,40.561,4828.461,0,1992.503
2024-01-30 21:45:00+08,67138.961,19615.872,4029.28,-9.22,8780.323,40.599,4819.822,0,1992.635
2024-01-30 22:00:00+08,65892.445,19550.66,3686.68,-9.25,8772.833,40.979,4843.132,0,1993.453
2024-01-30 22:15:00+08,65286.223,18886.037,3447.37,-9.21,8763.914,40.789,4838.999,0,1991.066
2024-01-30 22:30:00+08,63850.859,18270.034,3509.82,-9.3,8742.116,41.359,4860.329,0,1793.389
2024-01-30 22:45:00+08,62506.793,16848.681,3629.85,-9.33,8729.497,41.017,4892.44,0,1179.627
2024-01-30 23:00:00+08,61181.059,15819.124,3484.98,-9.28,8749.861,40.447,4934.976,0,918.796
2024-01-30 23:15:00+08,60228.879,14870.187,3329.47,-9.32,8733.314,41.055,4966.722,0,913.895
2024-01-30 23:30:00+08,59341.305,14837.057,3172.82,-9.21,8700.509,40.865,4984.249,0,914.16
2024-01-30 23:45:00+08,58273.906,14828.095,3267.09,-9.3,8709.424,41.359,4993.157,0,613.728
2024-01-31 00:00:00+08,57560.398,14945.579,3263.71,-9.28,8711.092,40.903,4992.452,0,0.814
2024-01-31 00:15:00+08,56977.902,14783.32,3184.11,-9.09,8721.309,40.485,5008.276,0,0.85
2024-01-31 00:30:00+08,56150.805,14729.788,3162.64,-9.18,8718.33,39.497,4997.278,0,0.88
2024-01-31 00:45:00+08,55803.703,14992.859,3063.07,-8.9,8702.711,40.941,5003.359,0,0.818
2024-01-31 01:00:00+08,55202.063,14641.471,2847.36,-9.17,8700.809,39.915,4998.717,0,0.826
2024-01-31 01:15:00+08,54931.762,14789.152,2606.41,-9.14,8703.222,38.927,5014.327,0,0.801
2024-01-31 01:30:00+08,54771.824,14937.465,2360.44,-8.96,8679.711,39.307,5024.374,0,0.779
2024-01-31 01:45:00+08,54449.055,14938.978,2255.78,-9.07,8728.486,39.269,5025.394,0,0.845
2024-01-31 02:00:00+08,54329.254,15087.273,2135.68,-9.15,8689.93,39.497,5023.43,0,0.877
2024-01-31 02:15:00+08,53939.684,15022.44,2053.72,-9.31,8644.253,38.851,5013.68,0,0.754
2024-01-31 02:30:00+08,53782.633,14873.123,1887.36,-9.18,8611.998,38.775,5022.534,0,0.809
2024-01-31 02:45:00+08,53432.625,14613.72,1742.33,-9.23,8668.862,38.432,5031.696,0,0.847
2024-01-31 03:00:00+08,53334.879,14872.909,1658.8,-9.03,8707.031,38.851,5026.664,0,0.844
2024-01-31 03:15:00+08,53188.652,14676.544,1632.61,-9.2,8671.739,38.318,5031.709,0,0.791
2024-01-31 03:30:00+08,52911.066,14736.905,1703.18,-9.26,8689.236,38.28,5031.809,0,0.873
2024-01-31 03:45:00+08,53091.0,14978.319,1777.32,-9.25,8678.295,37.672,5024.582,0,0.839
2024-01-31 04:00:00+08,52947.457,15031.738,1748.02,-9.21,8660.934,37.824,5029.524,0,0.831
2024-01-31 04:15:00+08,53023.852,14841.624,1933.96,-9.29,8677.348,37.368,5017.539,0,0.839
2024-01-31 04:30:00+08,53195.273,14853.888,2089.41,-9.16,8686.483,36.988,5012.255,0,0.803
2024-01-31 04:45:00+08,53389.176,14743.679,2265.22,-9.27,8709.368,36.608,5006.991,0,0.807
2024-01-31 05:00:00+08,53681.582,14852.375,2437.77,-9.25,8694.976,36.57,5030.858,0,0.81
2024-01-31 05:15:00+08,54095.09,14891.683,2729.12,-9.1,8719.42,37.026,5026.443,0,0.851
2024-01-31 05:30:00+08,54605.145,15938.557,3182.2,-9.28,8693.085,36.684,5028.387,0,0.867
2024-01-31 05:45:00+08,55309.418,16850.196,3445.81,-9.19,8711.642,36.836,5020.177,0,0.908
2024-01-31 06:00:00+08,56013.16,17549.328,3658.09,-9.05,8751.894,36.532,5019.367,0,0.834
2024-01-31 06:15:00+08,56965.918,18033.815,3909.59,-9.25,8727.942,35.695,5033.973,0,0.822
2024-01-31 06:30:00+08,58423.734,18207.41,4201.52,-9.22,8696.205,36.456,5034.502,0,0.869
2024-01-31 06:45:00+08,59124.973,18100.486,4755.21,-9.17,8719.151,35.201,5019.811,0,0.851
2024-01-31 07:00:00+08,60229.133,18106.874,5123.12,-9.41,8726.81,36.076,5023.746,0,0.818
2024-01-31 07:15:00+08,62806.828,18970.042,5512.52,-1.83,8726.196,35.049,5012.37,0,0.852
2024-01-31 07:30:00+08,65050.781,19088.761,5953.07,56.9,8703.714,35.923,5016.655,0,0.892
2024-01-31 07:45:00+08,67370.188,19488.113,6348.12,186.82,8750.097,35.201,4995.116,0,150.731
2024-01-31 08:00:00+08,69645.023,19947.003,6573.45,348.78,8785.223,35.657,5010.629,0,150.227
2024-01-31 08:15:00+08,72239.43,20333.128,7121.33,514.56,8753.732,35.809,5007.151,0,426.821
2024-01-31 08:30:00+08,73299.305,20480.157,7909.29,687.88,8806.851,34.745,5018.516,0,500.87
2024-01-31 08:45:00+08,74136.406,20999.343,8666.84,871.9,8827.093,34.137,4996.337,0,934.162
2024-01-31 09:00:00+08,74632.844,21130.526,9138.01,1010.45,8822.197,34.707,4998.683,0,895.7
2024-01-31 09:15:00+08,74733.641,21587.504,9578.98,1138.64,8831.47,33.909,4985.983,0,896.55
2024-01-31 09:30:00+08,74661.773,21328.197,9964.16,1275.27,8825.833,34.289,4998.981,0,796.904
2024-01-31 09:45:00+08,74962.688,21225.861,10356.88,1457.53,8862.616,33.871,4990.678,0,800.061
2024-01-31 10:00:00+08,75174.719,20308.659,10590.95,1602.93,8847.004,34.061,4986.254,0,661.457
2024-01-31 10:15:00+08,76202.625,19904.012,10984.42,1737.75,8845.171,33.909,4983.838,0,822.311
2024-01-31 10:30:00+08,76453.805,18892.579,11286.53,1817.71,8801.769,34.099,5000.891,0,511.512
2024-01-31 10:45:00+08,76686.961,17977.017,11654.0,1907.47,8822.001,34.251,4996.026,0,649.566
2024-01-31 11:00:00+08,76930.344,17215.992,12054.65,1974.12,8800.385,34.251,4984.953,0,334.293
2024-01-31 11:15:00+08,77084.523,15582.532,12357.73,1971.98,8778.966,34.023,4963.43,0,334.54
2024-01-31 11:30:00+08,76399.797,14957.167,12870.6,2028.74,8774.34,33.985,4943.488,0,150.68
2024-01-31 11:45:00+08,75399.828,14850.708,13557.73,2074.32,8787.738,33.871,4947.959,0,0.81
2024-01-31 12:00:00+08,74271.484,14390.66,13963.05,2071.03,8817.192,34.897,4975.789,0,0.824
2024-01-31 12:15:00+08,73514.164,14041.755,14350.46,2052.32,8810.639,33.795,5000.628,0,0.877
2024-01-31 12:30:00+08,73636.594,14433.195,14908.76,2017.07,8838.856,34.175,4993.756,0,0.841
2024-01-31 12:45:00+08,74102.727,14555.156,15060.13,1895.87,8836.778,34.289,4989.252,0,0.862
