时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2023-10-21 03:15:00+08,3664.772,2597.168,5014.954,4946.792
2023-10-21 03:30:00+08,3538.604,2596.68,5008.24,4946.356
2023-10-21 03:45:00+08,3612.068,2595.703,4869.08,4945.399
2023-10-21 04:00:00+08,3822.575,2595.703,4892.883,4945.97
2023-10-21 04:15:00+08,3605.081,2595.459,4793.091,4945.641
2023-10-21 04:30:00+08,3966.244,2596.191,4813.843,4945.584
2023-10-21 04:45:00+08,3933.78,2594.727,4738.77,4945.977
2023-10-21 05:00:00+08,3683.753,2594.482,4870.605,4946.254
2023-10-21 05:15:00+08,3680.104,2595.459,4788.818,4946.703
2023-10-21 05:30:00+08,4116.198,2827.637,5047.607,5384.36
2023-10-21 05:45:00+08,3759.277,3061.768,5429.993,5822.585
2023-10-21 06:00:00+08,3966.387,3290.283,5811.462,6259.804
2023-10-21 06:15:00+08,3604.708,3529.297,6201.477,6706.563
2023-10-21 06:30:00+08,3894.157,3529.053,6206.36,6709.492
2023-10-21 06:45:00+08,3718.92,3528.32,6202.393,6713.203
2023-10-21 07:00:00+08,3928.732,3527.1,6204.834,6720.0
2023-10-21 07:15:00+08,4401.963,3527.1,6204.224,6723.776
2023-10-21 07:30:00+08,5032.129,3534.668,6203.308,6734.156
2023-10-21 07:45:00+08,5437.586,3544.189,6204.529,6742.771
2023-10-21 08:00:00+08,5870.414,3546.631,6203.308,6756.385
2023-10-21 08:15:00+08,6094.871,3554.932,6206.36,6768.577
2023-10-21 08:30:00+08,6930.21,3555.664,6123.352,6778.254
2023-10-21 08:45:00+08,7181.4,3557.129,6042.48,6788.769
2023-10-21 09:00:00+08,7452.019,3554.688,5960.999,6798.103
2023-10-21 09:15:00+08,7614.095,3677.49,5770.874,6810.988
2023-10-21 09:30:00+08,7706.187,3684.082,5707.703,6666.978
2023-10-21 09:45:00+08,7363.076,3659.912,5698.242,6494.038
2023-10-21 10:00:00+08,7753.891,3633.789,5694.275,6391.164
2023-10-21 10:15:00+08,7971.991,3666.016,5769.043,6882.888
2023-10-21 10:30:00+08,7149.546,3576.416,5451.965,6260.47
2023-10-21 10:45:00+08,7254.232,3481.201,5016.479,5640.938
2023-10-21 11:00:00+08,6908.486,3393.066,4630.737,5159.683
2023-10-21 11:15:00+08,6192.156,3301.025,4191.895,4559.139
2023-10-21 11:30:00+08,5592.519,3352.295,4167.786,4561.512
2023-10-21 11:45:00+08,5208.784,3398.193,4173.889,4562.322
2023-10-21 12:00:00+08,4889.925,2978.76,4190.674,4563.158
2023-10-21 12:15:00+08,5411.331,2776.611,4152.222,4564.474
2023-10-21 12:30:00+08,5368.005,2779.053,4160.767,4562.772
2023-10-21 12:45:00+08,5109.729,2781.982,4163.818,4560.003
2023-10-21 13:00:00+08,5130.714,2785.889,4162.292,4558.244
2023-10-21 13:15:00+08,5022.411,3191.406,4163.818,4552.667
2023-10-21 13:30:00+08,4499.761,3352.539,4585.266,5150.594
2023-10-21 13:45:00+08,4754.274,3423.34,5010.376,5749.748
2023-10-21 14:00:00+08,4566.047,3502.197,5435.486,6282.195
2023-10-21 14:15:00+08,5594.013,3608.643,5881.348,6861.333
2023-10-21 14:30:00+08,5476.968,3608.643,5880.127,6853.99
2023-10-21 14:45:00+08,5547.052,3605.957,5882.568,6849.989
2023-10-21 15:00:00+08,5291.171,3607.666,5878.601,6839.882
2023-10-21 15:15:00+08,5531.015,3610.596,5878.601,6830.463
2023-10-21 15:30:00+08,5525.678,3591.309,5960.388,6822.156
2023-10-21 15:45:00+08,5419.452,3580.078,6041.26,6808.638
2023-10-21 16:00:00+08,5275.207,3564.453,6118.774,6803.173
2023-10-21 16:15:00+08,6014.535,3556.885,6204.224,6791.575
2023-10-21 16:30:00+08,6755.723,3555.176,6201.477,6779.817
2023-10-21 16:45:00+08,7101.467,3559.082,6204.529,6707.188
2023-10-21 17:00:00+08,7467.107,3560.303,6199.646,6707.63
2023-10-21 17:15:00+08,7673.761,3561.768,6182.556,6705.028
2023-10-21 17:30:00+08,7676.873,3551.025,6182.556,6705.111
2023-10-21 17:45:00+08,7731.482,3541.992,6184.692,6704.079
2023-10-21 18:00:00+08,7662.56,3533.203,6186.523,6707.425
2023-10-21 18:15:00+08,7591.021,3528.564,6185.608,6707.47
2023-10-21 18:30:00+08,7718.429,3532.715,6183.777,6704.637
2023-10-21 18:45:00+08,7848.721,3538.086,6184.692,6707.708
2023-10-21 19:00:00+08,7865.954,3539.551,6186.218,6706.322
2023-10-21 19:15:00+08,7699.769,3545.898,6184.387,6705.981
2023-10-21 19:30:00+08,7753.067,3546.631,6184.387,6708.096
2023-10-21 19:45:00+08,7860.266,3547.119,6186.829,6707.58
2023-10-21 20:00:00+08,7795.646,3544.189,6185.303,6705.826
2023-10-21 20:15:00+08,7214.831,3549.805,6186.523,6702.013
2023-10-21 20:30:00+08,6778.095,3548.34,6187.439,6707.024
2023-10-21 20:45:00+08,6202.307,3549.072,6188.049,6710.443
2023-10-21 21:00:00+08,5775.451,3543.213,6183.472,6704.411
2023-10-21 21:15:00+08,5934.79,3538.33,6181.03,6705.286
2023-10-21 21:30:00+08,5832.952,3539.551,6186.218,6705.172
2023-10-21 21:45:00+08,5839.937,3538.818,6182.556,6706.539
2023-10-21 22:00:00+08,5789.97,3541.992,6188.049,6706.213
2023-10-21 22:15:00+08,5262.209,3538.574,6183.472,6705.64
2023-10-21 22:30:00+08,4637.299,3301.514,6018.982,6269.665
2023-10-21 22:45:00+08,3947.803,3066.895,5679.016,5829.911
2023-10-21 23:00:00+08,3492.616,2830.811,5692.749,5391.951
2023-10-21 23:15:00+08,2774.492,2589.844,5692.444,4945.56
2023-10-21 23:30:00+08,3252.794,2592.773,5491.333,4944.297
2023-10-21 23:45:00+08,2875.096,2593.018,5493.164,4945.121
2023-10-22 00:00:00+08,3192.956,2591.309,5263.977,4945.86
2023-10-22 00:15:00+08,2777.778,2605.713,5519.714,4951.021
2023-10-22 00:30:00+08,2917.945,2606.201,5520.935,4949.299
2023-10-22 00:45:00+08,3002.559,2604.492,5527.344,4947.479
2023-10-22 01:00:00+08,2920.752,2604.492,5516.968,4947.553
2023-10-22 01:15:00+08,2919.95,2597.168,5516.663,4945.443
2023-10-22 01:30:00+08,3129.19,2597.412,5518.799,4945.712
2023-10-22 01:45:00+08,2974.294,2596.191,5519.714,4946.012
2023-10-22 02:00:00+08,2783.501,2596.436,5504.761,4946.079
2023-10-22 02:15:00+08,3009.331,2595.947,5536.194,4945.215
2023-10-22 02:30:00+08,2938.493,2596.191,5528.259,4945.88
2023-10-22 02:45:00+08,2899.708,2596.191,5531.616,4945.344
2023-10-22 03:00:00+08,3054.012,2596.924,5528.87,4945.777
2023-10-22 03:15:00+08,2868.546,2595.703,5516.968,4946.058
2023-10-22 03:30:00+08,3121.904,2596.191,5526.123,4947.326
2023-10-22 03:45:00+08,3051.794,2596.924,5516.663,4945.031
2023-10-22 04:00:00+08,3176.131,2596.191,5516.357,4944.095
2023-10-22 04:15:00+08,3153.3,2597.656,5497.742,4945.774
2023-10-22 04:30:00+08,3163.564,2597.168,5450.439,4945.021
2023-10-22 04:45:00+08,3127.687,2597.412,5452.881,4945.967
2023-10-22 05:00:00+08,2972.404,2596.436,5492.554,4945.446
2023-10-22 05:15:00+08,2981.631,2595.703,5503.54,4946.735
2023-10-22 05:30:00+08,3599.395,2827.148,5494.995,5383.713
2023-10-22 05:45:00+08,3968.719,2838.867,5498.962,5823.199
2023-10-22 06:00:00+08,3968.676,3196.533,5816.956,6260.42
2023-10-22 06:15:00+08,4179.343,3458.74,6204.224,6707.784
2023-10-22 06:30:00+08,3874.12,3459.473,6206.36,6710.871
2023-10-22 06:45:00+08,4183.268,3268.799,6203.613,6714.914
2023-10-22 07:00:00+08,4229.561,3270.508,6205.75,6719.849
2023-10-22 07:15:00+08,4733.998,3410.4,6208.801,6723.503
2023-10-22 07:30:00+08,4911.04,3534.668,6203.613,6734.112
2023-10-22 07:45:00+08,5457.135,3541.26,6205.75,6743.551
2023-10-22 08:00:00+08,5746.337,3546.387,6205.75,6755.318
2023-10-22 08:15:00+08,6072.238,3557.373,6203.308,6768.222
2023-10-22 08:30:00+08,6787.668,3555.176,6123.962,6778.107
2023-10-22 08:45:00+08,7630.299,3554.688,6041.87,6786.929
2023-10-22 09:00:00+08,7756.921,3557.617,5960.999,6798.104
2023-10-22 09:15:00+08,7875.917,3557.129,5879.822,6810.661
2023-10-22 09:30:00+08,7342.471,3546.387,5880.737,6613.912
2023-10-22 09:45:00+08,7860.563,3532.715,5879.517,6419.086
2023-10-22 10:00:00+08,7762.426,3602.783,5879.211,6223.104
2023-10-22 10:15:00+08,7999.919,3559.326,5880.127,6866.346
2023-10-22 10:30:00+08,6746.083,3572.998,5443.115,6670.813
2023-10-22 10:45:00+08,5989.15,3481.445,5044.556,6516.788
2023-10-22 11:00:00+08,5854.214,3389.648,4608.459,5899.654
2023-10-22 11:15:00+08,5309.824,3298.34,4126.282,5307.716
2023-10-22 11:30:00+08,4925.704,3346.436,4127.502,5280.17
2023-10-22 11:45:00+08,4648.336,3394.287,4126.892,5234.624
2023-10-22 12:00:00+08,4020.189,3444.58,4125.671,5189.322
2023-10-22 12:15:00+08,4158.628,3496.094,4126.282,5140.055
2023-10-22 12:30:00+08,4210.351,3496.582,4126.282,5138.704
2023-10-22 12:45:00+08,4146.016,3496.094,4126.892,5135.65
2023-10-22 13:00:00+08,3798.694,3498.047,4124.756,5133.895
2023-10-22 13:15:00+08,3706.751,3500.488,4125.061,5384.117
2023-10-22 13:30:00+08,3852.171,3551.514,4560.547,5944.354
2023-10-22 13:45:00+08,3852.915,3608.154,4996.948,6325.53
2023-10-22 14:00:00+08,4126.168,3659.912,5325.928,6705.223
2023-10-22 14:15:00+08,5045.507,3665.771,5596.619,7113.678
2023-10-22 14:30:00+08,5594.355,3666.992,5594.788,7114.467
2023-10-22 14:45:00+08,5601.492,3665.527,5586.243,7112.58
2023-10-22 15:00:00+08,5321.918,3665.527,5578.918,7112.883
2023-10-22 15:15:00+08,5311.339,3664.551,5570.374,7113.688
2023-10-22 15:30:00+08,5236.443,3652.344,5714.722,7033.804
2023-10-22 15:45:00+08,5278.6,3637.939,5859.07,6952.976
2023-10-22 16:00:00+08,5319.101,3625.977,6004.333,6874.718
2023-10-22 16:15:00+08,6048.319,3608.643,6153.564,6794.518
2023-10-22 16:30:00+08,6668.329,3610.107,6151.123,6789.649
2023-10-22 16:45:00+08,7347.145,3609.619,6139.832,6706.291
2023-10-22 17:00:00+08,7641.083,3608.887,6129.761,6705.795
2023-10-22 17:15:00+08,7735.938,3605.469,6123.352,6707.087
2023-10-22 17:30:00+08,7695.577,3550.049,6205.444,6705.194
2023-10-22 17:45:00+08,7679.592,3544.922,6203.918,6705.588
2023-10-22 18:00:00+08,7750.938,3535.4,6205.139,6705.411
2023-10-22 18:15:00+08,7876.181,3459.717,6182.861,6706.824
2023-10-22 18:30:00+08,7850.059,3465.576,6184.692,6706.725
2023-10-22 18:45:00+08,7717.807,3471.924,6184.692,6682.953
2023-10-22 19:00:00+08,7667.319,3471.924,6181.335,6684.239
2023-10-22 19:15:00+08,7732.325,3478.271,6183.777,6685.01
2023-10-22 19:30:00+08,7660.599,3481.689,6184.387,6685.535
2023-10-22 19:45:00+08,7527.36,3482.91,6185.913,6685.341
2023-10-22 20:00:00+08,7859.228,3483.154,6184.082,6684.349
2023-10-22 20:15:00+08,7157.458,3480.225,6185.608,6684.914
2023-10-22 20:30:00+08,6728.458,3482.666,6183.167,6686.881
2023-10-22 20:45:00+08,6456.13,3482.422,6184.692,6685.992
2023-10-22 21:00:00+08,5624.126,3483.154,6184.692,6685.718
2023-10-22 21:15:00+08,5932.049,3475.586,6184.082,6685.378
2023-10-22 21:30:00+08,5611.716,3429.443,6183.472,6686.036
2023-10-22 21:45:00+08,5625.598,3474.365,6184.998,6685.484
2023-10-22 22:00:00+08,5630.72,3472.168,6184.082,6686.084
2023-10-22 22:15:00+08,5229.644,3538.086,6187.134,6683.889
2023-10-22 22:30:00+08,4682.58,3302.49,5823.364,6266.742
2023-10-22 22:45:00+08,4152.312,3068.848,5493.469,5829.414
2023-10-22 23:00:00+08,3404.705,2831.787,5493.774,5391.532
2023-10-22 23:15:00+08,3320.291,2591.064,5486.755,4944.163
2023-10-22 23:30:00+08,3307.334,2592.041,5492.554,4946.478
2023-10-22 23:45:00+08,3329.827,2593.262,5494.385,4946.169
2023-10-23 00:00:00+08,3167.667,2591.797,5263.977,4944.99
2023-10-23 00:15:00+08,3153.154,2382.568,5522.461,4949.624
2023-10-23 00:30:00+08,2985.418,2603.76,5523.987,4950.744
2023-10-23 00:45:00+08,3154.167,2604.98,5487.366,4947.938
2023-10-23 01:00:00+08,2891.804,2604.248,5517.273,4946.241
2023-10-23 01:15:00+08,3018.611,2595.703,5525.513,4944.861
2023-10-23 01:30:00+08,2825.634,2596.924,5522.766,4946.249
2023-10-23 01:45:00+08,3065.173,2595.703,5521.24,4944.942
2023-10-23 02:00:00+08,3180.68,2596.924,5515.747,4946.635
2023-10-23 02:15:00+08,3544.224,2217.041,5516.052,4946.066
2023-10-23 02:30:00+08,3384.822,2357.178,5512.695,4946.989
2023-10-23 02:45:00+08,3313.528,2356.689,5515.442,4946.638
2023-10-23 03:00:00+08,3337.492,2356.445,5517.578,4944.818
2023-10-23 03:15:00+08,3261.403,2356.201,5516.052,4946.83
2023-10-23 03:30:00+08,3401.801,2358.154,5525.208,4946.101
2023-10-23 03:45:00+08,3501.783,2358.154,5517.578,4947.194
2023-10-23 04:00:00+08,3238.28,2360.596,5513.0,4945.75
2023-10-23 04:15:00+08,3445.558,2364.258,5494.69,4947.664
2023-10-23 04:30:00+08,3463.146,2367.432,5490.417,4945.959
2023-10-23 04:45:00+08,3265.465,2374.268,5491.028,4946.511
2023-10-23 05:00:00+08,3216.517,2383.545,5494.385,4946.609
2023-10-23 05:15:00+08,3335.321,2092.529,5491.028,4945.91
2023-10-23 05:30:00+08,3773.283,2473.633,5495.605,5383.549
2023-10-23 05:45:00+08,4236.194,2732.178,5494.08,5821.724
2023-10-23 06:00:00+08,4227.885,3031.738,5812.378,6260.175
2023-10-23 06:15:00+08,4172.979,3262.939,6205.444,6708.768
2023-10-23 06:30:00+08,4017.625,3263.672,6204.834,6710.471
2023-10-23 06:45:00+08,3922.876,3263.428,6207.581,6713.939
2023-10-23 07:00:00+08,4261.007,3262.939,6204.529,6719.433
2023-10-23 07:15:00+08,4543.14,3262.695,6206.36,6723.215
2023-10-23 07:30:00+08,5228.146,3138.428,6203.613,6737.035
2023-10-23 07:45:00+08,5624.461,3160.156,6206.36,6744.001
2023-10-23 08:00:00+08,6310.992,2957.275,6207.275,6748.337
2023-10-23 08:15:00+08,6314.152,3555.176,6206.36,6767.96
2023-10-23 08:30:00+08,6772.396,3555.42,6121.826,6777.102
2023-10-23 08:45:00+08,7173.018,3556.396,6043.091,6786.081
2023-10-23 09:00:00+08,7840.443,3556.885,5961.304,6797.91
2023-10-23 09:15:00+08,7742.984,3558.594,5877.686,6811.61
2023-10-23 09:30:00+08,7602.272,3545.41,5879.517,6614.959
2023-10-23 09:45:00+08,7593.668,3534.424,5880.737,6418.113
2023-10-23 10:00:00+08,7473.674,3601.807,5880.432,6223.156
2023-10-23 10:15:00+08,7674.917,3501.953,5875.854,6909.89
2023-10-23 10:30:00+08,7043.354,3516.846,5494.995,6679.529
2023-10-23 10:45:00+08,5910.06,3426.514,5420.532,6224.239
2023-10-23 11:00:00+08,5976.1,3235.352,4823.303,5719.602
2023-10-23 11:15:00+08,5256.964,3275.879,4272.766,5495.467
2023-10-23 11:30:00+08,4740.129,3327.637,4263.0,5297.461
2023-10-23 11:45:00+08,4576.575,3376.953,4254.456,5306.475
2023-10-23 12:00:00+08,4091.16,3422.119,4244.08,5320.302
2023-10-23 12:15:00+08,3588.39,3399.17,4233.093,5330.633
2023-10-23 12:30:00+08,3796.448,3312.5,4232.178,5231.259
2023-10-23 12:45:00+08,4003.61,3269.531,4230.042,5134.621
2023-10-23 13:00:00+08,4211.604,3282.227,4186.096,5034.107
2023-10-23 13:15:00+08,4386.638,2834.229,4130.859,5315.227
2023-10-23 13:30:00+08,4263.08,3145.508,4627.686,5575.091
2023-10-23 13:45:00+08,4617.088,3537.109,5061.34,5862.604
2023-10-23 14:00:00+08,4266.925,3612.061,5494.08,6460.454
2023-10-23 14:15:00+08,5036.622,3572.998,5879.517,6971.583
2023-10-23 14:30:00+08,5491.256,3806.396,5859.375,7041.003
2023-10-23 14:45:00+08,4972.293,3722.412,5862.122,6974.657
2023-10-23 15:00:00+08,5228.245,3638.916,5859.68,6905.021
2023-10-23 15:15:00+08,5175.37,3552.49,5863.342,6871.08
2023-10-23 15:30:00+08,5602.588,3551.27,5960.388,6852.038
2023-10-23 15:45:00+08,5366.489,3549.805,6040.649,6833.273
2023-10-23 16:00:00+08,5199.404,3551.27,6120.3,6814.652
2023-10-23 16:15:00+08,5699.071,3596.924,6204.834,6793.434
2023-10-23 16:30:00+08,6598.192,3539.551,6204.834,6780.609
2023-10-23 16:45:00+08,7016.751,3530.762,6203.308,6768.526
2023-10-23 17:00:00+08,7795.748,3516.113,6202.698,6758.143
2023-10-23 17:15:00+08,7492.443,3501.953,6203.613,6741.895
2023-10-23 17:30:00+08,7886.776,3490.967,6204.224,6736.987
2023-10-23 17:45:00+08,7638.833,3479.004,6204.834,6727.271
2023-10-23 18:00:00+08,7643.651,3467.529,6201.172,6719.627
2023-10-23 18:15:00+08,7617.09,3460.205,6200.867,6709.313
2023-10-23 18:30:00+08,7569.651,3463.135,6202.393,6712.361
2023-10-23 18:45:00+08,7932.542,3467.285,6204.834,6710.736
2023-10-23 19:00:00+08,7493.04,3469.971,6201.782,6710.257
2023-10-23 19:15:00+08,7698.788,3474.365,6202.698,6705.143
2023-10-23 19:30:00+08,7575.49,3475.098,6204.529,6705.313
2023-10-23 19:45:00+08,7804.548,3476.074,6200.256,6706.911
2023-10-23 20:00:00+08,7717.234,3478.027,6204.529,6706.072
2023-10-23 20:15:00+08,7336.254,3479.004,6202.698,6704.771
2023-10-23 20:30:00+08,6677.864,3478.027,6203.308,6706.151
2023-10-23 20:45:00+08,6273.685,3474.854,6202.393,6705.723
2023-10-23 21:00:00+08,5741.113,3477.051,6206.36,6705.769
2023-10-23 21:15:00+08,5846.351,3469.727,6201.782,6706.683
2023-10-23 21:30:00+08,5823.239,3425.049,6201.172,6705.614
2023-10-23 21:45:00+08,5802.818,3376.953,6204.224,6707.156
2023-10-23 22:00:00+08,5817.938,3327.393,6203.003,6704.372
2023-10-23 22:15:00+08,5839.486,2553.711,6459.656,6706.897
2023-10-23 22:30:00+08,5373.784,2312.744,6078.491,6268.873
2023-10-23 22:45:00+08,5068.503,1983.154,5775.452,5829.912
2023-10-23 23:00:00+08,4368.892,1740.234,5751.038,5391.913
2023-10-23 23:15:00+08,4407.466,1108.643,5765.991,4795.876
2023-10-23 23:30:00+08,4627.685,771.729,5773.621,4946.149
2023-10-23 23:45:00+08,4607.776,806.641,5736.084,4945.854
2023-10-24 00:00:00+08,4529.096,1266.602,5504.15,4711.473
2023-10-24 00:15:00+08,4705.461,1401.123,5694.275,4496.101
2023-10-24 00:30:00+08,3870.357,1477.295,5992.737,5086.116
2023-10-24 00:45:00+08,3454.207,2071.777,5935.974,5092.186
2023-10-24 01:00:00+08,3220.564,2068.115,5932.617,5092.114
2023-10-24 01:15:00+08,3212.083,2062.5,5885.62,5090.732
2023-10-24 01:30:00+08,3268.265,2063.721,5847.778,5090.968
2023-10-24 01:45:00+08,3515.932,2062.5,5737.0,5088.64
2023-10-24 02:00:00+08,3350.369,2062.988,5653.076,5091.379
2023-10-24 02:15:00+08,3891.97,2061.768,5183.105,5090.341
2023-10-24 02:30:00+08,3937.273,2063.721,5156.25,5090.75
2023-10-24 02:45:00+08,3969.403,2063.965,5139.16,5092.053
2023-10-24 03:00:00+08,4035.337,2063.721,5127.869,5091.547
2023-10-24 03:15:00+08,4025.774,2061.523,5080.566,5090.495
2023-10-24 03:30:00+08,4027.079,2061.035,5059.204,5091.881
2023-10-24 03:45:00+08,4149.83,2066.65,5112.0,5090.213
2023-10-24 04:00:00+08,3939.491,2063.232,5083.923,5090.633
2023-10-24 04:15:00+08,4086.582,2064.941,5049.744,5090.741
2023-10-24 04:30:00+08,4408.712,2059.57,4683.838,5090.489
2023-10-24 04:45:00+08,4387.67,2060.059,4664.917,5092.031
2023-10-24 05:00:00+08,4124.406,2062.256,4781.494,5091.527
2023-10-24 05:15:00+08,4401.732,2061.035,4690.247,5090.384
2023-10-24 05:30:00+08,4326.097,2290.771,5050.964,5545.211
2023-10-24 05:45:00+08,5442.104,1693.848,5645.752,5715.286
2023-10-24 06:00:00+08,5874.277,1094.482,6181.641,6315.488
2023-10-24 06:15:00+08,5840.978,1053.711,6628.418,6914.757
2023-10-24 06:30:00+08,5674.419,1063.477,6619.568,6918.327
2023-10-24 06:45:00+08,5890.925,1071.533,6608.887,6920.772
2023-10-24 07:00:00+08,6176.973,1081.299,6597.29,6926.64
2023-10-24 07:15:00+08,6473.711,1091.553,6589.966,6931.045
2023-10-24 07:30:00+08,6800.185,1325.684,6647.034,6718.495
2023-10-24 07:45:00+08,6843.299,1924.561,6430.054,6951.224
2023-10-24 08:00:00+08,6909.681,1932.129,6690.674,6964.272
2023-10-24 08:15:00+08,7309.107,1942.871,6690.063,6975.027
2023-10-24 08:30:00+08,7694.371,2358.643,6146.851,6908.814
2023-10-24 08:45:00+08,8265.67,2959.717,6047.058,6405.416
2023-10-24 09:00:00+08,7940.653,3558.838,5964.966,7004.703
2023-10-24 09:15:00+08,7722.056,3558.105,5877.991,7019.389
2023-10-24 09:30:00+08,7663.252,3546.143,5879.211,6824.853
2023-10-24 09:45:00+08,7645.988,3533.936,5878.601,6628.625
2023-10-24 10:00:00+08,7592.065,3520.02,5879.517,6433.953
2023-10-24 10:15:00+08,7058.961,4013.184,5879.211,7363.81
2023-10-24 10:30:00+08,7034.983,3714.111,5445.557,6649.293
2023-10-24 10:45:00+08,6116.115,3781.738,5008.85,6595.841
2023-10-24 11:00:00+08,5961.991,3614.014,4575.195,6187.662
2023-10-24 11:15:00+08,5100.604,3479.004,4126.282,5590.173
2023-10-24 11:30:00+08,5295.067,3393.799,4125.977,5410.486
2023-10-24 11:45:00+08,4618.57,3389.648,4126.892,5422.949
2023-10-24 12:00:00+08,4446.38,3373.535,4124.146,5433.598
2023-10-24 12:15:00+08,4133.024,3206.299,4124.451,5471.186
2023-10-24 12:30:00+08,4693.384,3099.365,4126.892,5367.411
2023-10-24 12:45:00+08,5090.235,2978.027,4126.892,5265.069
2023-10-24 13:00:00+08,5161.598,2965.576,4126.587,5148.919
2023-10-24 13:15:00+08,4753.673,2690.43,4126.892,5432.067
2023-10-24 13:30:00+08,4407.727,3091.309,4561.157,5760.219
2023-10-24 13:45:00+08,4421.268,3332.031,4994.812,6136.632
2023-10-24 14:00:00+08,4636.975,3609.619,5430.603,6461.363
2023-10-24 14:15:00+08,4877.607,3859.131,5882.568,7500.346
2023-10-24 14:30:00+08,4949.299,3848.877,5881.348,7384.764
2023-10-24 14:45:00+08,5069.65,4006.592,5655.212,7496.221
2023-10-24 15:00:00+08,4970.832,4011.719,5542.297,7497.954
2023-10-24 15:15:00+08,4955.212,4009.521,5441.895,7497.969
2023-10-24 15:30:00+08,5111.498,3968.018,5492.859,7498.584
2023-10-24 15:45:00+08,5228.833,3904.541,5564.575,7496.946
2023-10-24 16:00:00+08,5350.476,3841.064,5634.766,7502.012
2023-10-24 16:15:00+08,5989.057,3778.32,5712.585,7495.878
2023-10-24 16:30:00+08,6720.509,3724.121,6200.256,6996.028
2023-10-24 16:45:00+08,7096.676,3547.607,6327.82,6983.172
2023-10-24 17:00:00+08,7465.383,3525.635,6345.52,6972.046
2023-10-24 17:15:00+08,7454.012,3226.807,6647.339,6950.511
2023-10-24 17:30:00+08,7674.27,3136.475,6697.083,6943.214
2023-10-24 17:45:00+08,7645.838,3084.961,6692.2,6935.702
2023-10-24 18:00:00+08,7875.394,3038.574,6693.726,6929.903
2023-10-24 18:15:00+08,7975.21,2988.525,6697.388,6918.532
2023-10-24 18:30:00+08,7747.202,2991.455,6692.81,6918.734
2023-10-24 18:45:00+08,7693.278,2993.896,6694.336,6919.348
2023-10-24 19:00:00+08,7729.05,2839.111,6697.083,6918.429
2023-10-24 19:15:00+08,8095.646,2504.15,6695.557,6914.016
2023-10-24 19:30:00+08,8020.023,2625.732,6689.758,6916.345
2023-10-24 19:45:00+08,8162.992,2558.105,6694.031,6914.639
2023-10-24 20:00:00+08,8303.875,2559.57,6692.81,6913.933
2023-10-24 20:15:00+08,7383.271,3005.127,6696.167,6915.642
2023-10-24 20:30:00+08,6783.399,3003.906,6694.336,6915.674
2023-10-24 20:45:00+08,6323.533,3004.883,6696.167,6915.059
2023-10-24 21:00:00+08,5808.404,3002.93,6693.42,6913.495
2023-10-24 21:15:00+08,5734.82,2995.85,6691.895,6913.642
2023-10-24 21:30:00+08,5970.501,2951.172,6695.862,6913.979
2023-10-24 21:45:00+08,5971.378,2903.564,6691.895,6912.604
2023-10-24 22:00:00+08,5962.147,2859.375,6692.2,6915.393
2023-10-24 22:15:00+08,6232.983,2460.205,6202.698,6914.583
2023-10-24 22:30:00+08,6257.528,1860.352,5821.228,6314.31
2023-10-24 22:45:00+08,6045.878,1262.695,5439.758,6004.289
2023-10-24 23:00:00+08,5599.421,1029.053,5058.594,5552.566
2023-10-24 23:15:00+08,5591.831,787.598,4664.612,5091.124
2023-10-24 23:30:00+08,5989.259,787.842,4665.527,5090.327
2023-10-24 23:45:00+08,5728.05,1388.916,4666.138,4493.026
